reaction_id,reaction_name,subsystem,baseline_flux_rich,baseline_biomass_rich,ko_status,biomass_KO_rich,rel_biomass,drop_in_biomass,essential,is_essential_rich,biomass_KO_TME,is_essential_TME,baseline_biomass_TME,baseline_flux_TME,essentiality_class
MAR05130,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1553976833833497,1.0360967997089667,optimal,-3.034655798867721e-16,-2.9289307714492873e-16,1.0000000000000002,True,True,-1.896659874292325e-16,True,1.036096799708967,0.1553976833833497,essential_in_both
MAR06677,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,-3.305970796452782e-16,-3.1907933673585423e-16,1.0000000000000002,True,True,-1.3813317479304214e-15,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR07786,,Transport reactions,0.0209623104517118,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,-9.802602467511404e-15,True,1.036096799708967,0.0209623104517118,essential_in_both
MAR05131,L-Alanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4429663501425734,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,3.552386354549272e-31,True,1.036096799708967,0.4429663501425734,essential_in_both
MAR05132,L-Arginine:tRNA(Arg) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2831445334244665,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2831445334244665,essential_in_both
MAR06642,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,2.774387136559992e-29,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR07792,,Transport reactions,0.0395954752976778,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,-5.543370338208304e-18,True,1.036096799708967,0.0395954752976778,essential_in_both
MAR05423,,Transport reactions,0.0349371840861863,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,3.856606332952988e-16,True,1.036096799708967,0.0349371840861863,essential_in_both
MAR06693,,Retinol metabolism,4.289440750795122e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.289440750795122e-05,essential_in_both
MAR06665,,Retinol metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR06668,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR06669,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR04204,ATP:thiamine diphosphotransferase,Thiamine metabolism,4.289440750795123e-05,1.0360967997089667,optimal,1.8221187640301478e-17,1.7586375756994612e-17,1.0,True,True,-1.0279635413291871e-16,True,1.036096799708967,4.289440750795124e-05,essential_in_both
MAR08613,,Vitamin B12 metabolism,2.144720375397561e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.144720375397562e-05,essential_in_both
MAR06687,,Retinol metabolism,4.289440750795123e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.289440750795124e-05,essential_in_both
MAR06690,,Retinol metabolism,-4.289440750795121e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,1.4339383139261792e-19,True,1.036096799708967,-4.289440750795121e-05,essential_in_both
MAR06691,,Retinol metabolism,-4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,-4.2894407507951225e-05,essential_in_both
MAR06692,,Retinol metabolism,4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.2894407507951225e-05,essential_in_both
MAR06701,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR06702,,Retinol metabolism,2.1385037945993064e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599307e-05,essential_in_both
MAR06703,,Retinol metabolism,2.1385037945993067e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR06700,,Retinol metabolism,2.1385037945993067e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,9.70974621468486e-20,True,1.036096799708967,2.138503794599307e-05,essential_in_both
MAR05149,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.0541956333507767,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.0541956333507767,essential_in_both
MAR05148,L-Threonine:tRNA(Thr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2958639167618936,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2958639167618937,essential_in_both
MAR05147,L-Serine:tRNA(Ser) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3655440167843209,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.3655440167843211,essential_in_both
MAR05146,L-proline:tRNA(Pro) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2820385000907771,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2820385000907771,essential_in_both
MAR05145,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2035101333988352,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2035101333988352,essential_in_both
MAR05143,L-Methionine:tRNAMet ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1227697000395147,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.1227697000395147,essential_in_both
MAR05134,L-Aspartate:tRNA(Asp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3074772667656316,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.3074772667656316,essential_in_both
MAR05140,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2444333667453401,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2444333667453402,essential_in_both
MAR05139,L-Histidine:tRNA(His) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1260878000405827,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.1260878000405827,essential_in_both
MAR05138,glycine:tRNA(Gly) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3987250167950006,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.3987250167950006,essential_in_both
MAR05137,L-glutamate:tRNA(Glu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4330120501393696,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.4330120501393696,essential_in_both
MAR05136,L-Glutamine:tRNA(Gln) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2366911334095149,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2366911334095149,essential_in_both
MAR07160,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,Nucleotide metabolism,0.0276637845522294,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,-1.6094269506080632e-15,True,1.036096799708967,0.0276637845522294,essential_in_both
MAR08612,,Transport reactions,4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.289440750795124e-05,essential_in_both
MAR05150,L-Valine:tRNAVal ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3688621167853889,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.3688621167853889,essential_in_both
MAR09608,,Transport reactions,4.289440750795122e-05,1.0360967997089667,optimal,-8.448898950585998e-18,-8.154545939104574e-18,1.0,True,True,0.0,True,1.036096799708967,4.2894407507951225e-05,essential_in_both
MAR00581,,Glycerophospholipid metabolism,0.0046982845479602,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.0046982845479602,essential_in_both
MAR05142,L-lysine:tRNALys ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3976189834613113,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.3976189834613113,essential_in_both
MAR05141,L-Leucine:tRNA(Leu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.5037981834954862,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.5037981834954862,essential_in_both
MAR06641,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,-5.93835091233341e-17,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR00580,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Glycerophospholipid metabolism,0.0046982845479602,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.0046982845479602,essential_in_both
MAR00579,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,Glycerophospholipid metabolism,0.0046982845479602,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.0046982845479602,essential_in_both
MAR07161,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),Nucleotide metabolism,0.1164572802872878,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.1164572802872878,essential_in_both
MAR09269,Exchange of aquacob(III)alamin,Exchange/demand reactions,-4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,-4.289440750795124e-05,essential_in_both
MAR07862,,Transport reactions,0.0055327569104458,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.0055327569104458,essential_in_both
MAR05135,L-Cysteine:tRNA(Cys) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1012020500325729,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.1012020500325729,essential_in_both
MAR06655,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR13086,,Transport reactions,0.1164572802872878,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.1164572802872878,essential_in_both
MAR13082,Generic human cell biomass reaction,Artificial reactions,1.0360967997089667,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,1.036096799708967,essential_in_both
MAR10065,Cofactors and vitamins pool for biomass reaction,Artificial reactions,0.0012433161596507,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.0012433161596507,essential_in_both
MAR10064,Small metabolite pool for biomass reaction,Artificial reactions,0.5009528026592853,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.5009528026592853,essential_in_both
MAR10023,,Transport reactions,1.0360967997089667,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,1.0360967997089667,essential_in_both
MAR04371,"3-phospho-D-glycerate 1,2-phosphomutase",Glycolysis / Gluconeogenesis,0.0007013339237229,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,7.499420355037857e-17,True,1.036096799708967,0.0007013339237229,essential_in_both
MAR10063,Lipid pool for biomass reaction,Artificial reactions,0.2291846120956235,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2291846120956235,essential_in_both
MAR02136,,Vitamin D metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR08615,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.289440750795123e-05,essential_in_both
MAR08616,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.289440750795123e-05,essential_in_both
MAR02145,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR10062,Protein pool for biomass reaction,Artificial reactions,5.530166668446611,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,5.530166668446611,essential_in_both
MAR02144,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR02143,,Vitamin D metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR02139,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,4.621305262963633e-16,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR10024,Exchange of biomass,Exchange/demand reactions,1.0360967997089667,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,1.0360967997089667,essential_in_both
MAR08614,,Transport reactions,4.2894407507951225e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,4.2894407507951245e-05,essential_in_both
MAR05133,L-Asparagine:tRNA(Asn) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2073812500667479,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,0.2073812500667479,essential_in_both
MAR00578,,Transport reactions,0.0093965690959205,1.0360967997089667,optimal,-1.2974034987051668e-17,-1.2522029785919612e-17,1.0,True,True,0.0,True,1.036096799708967,0.0093965690959205,essential_in_both
MAR06454,,Transport reactions,4.289440750795122e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,3.298974589368135e-15,True,1.036096799708967,4.2894407507951225e-05,essential_in_both
MAR06658,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR06657,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR06656,,Retinol metabolism,2.1385037945993067e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR02129,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR06678,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR02134,,Vitamin D metabolism,2.138503794599308e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR02135,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR02131,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,0.0,0.0,1.0,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR02142,,Vitamin D metabolism,2.138503794599307e-05,1.0360967997089667,optimal,5.768690575245479e-16,5.567713921002237e-16,0.9999999999999994,True,True,2.5773280097121405e-13,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR08617,Triphosphate phosphohydrolase,Miscellaneous,4.289440750795122e-05,1.0360967997089667,optimal,9.180636162276262e-16,8.860790000369702e-16,0.9999999999999992,True,True,3.42954799165507e-16,True,1.036096799708967,4.2894407507951225e-05,essential_in_both
MAR06654,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,1.592740411315853e-15,1.5372505848519598e-15,0.9999999999999984,True,True,-2.1793326541015535e-15,True,1.036096799708967,2.1385037945993078e-05,essential_in_both
MAR06649,,Retinol metabolism,2.138503794599307e-05,1.0360967997089667,optimal,1.832223416121894e-15,1.768390189639187e-15,0.9999999999999982,True,True,0.0,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR02133,,Vitamin D metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,4.5413679425590224e-15,4.3831502460336375e-15,0.9999999999999956,True,True,6.276984955453239e-17,True,1.036096799708967,2.138503794599308e-05,essential_in_both
MAR06436,,Vitamin E metabolism,4.289440750795122e-05,1.0360967997089667,optimal,1.9848697794487387e-13,1.9157184734151057e-13,0.9999999999998084,True,True,-1.812590031642709e-15,True,1.036096799708967,4.289440750795122e-05,essential_in_both
MAR04633,ATP:deoxyadenosine 5'-phosphotransferase,Nucleotide metabolism,0.0073492306459347,1.0360967997089667,optimal,0.2481897658950471,0.2395430291501355,0.7604569708498644,False,False,0.2481897658950031,False,1.036096799708967,0.0073492306459347,non_essential
MAR06446,,Transport reactions,4.289440750795122e-05,1.0360967997089667,optimal,1.0360967997089152,0.9999999999999504,4.973799150320701e-14,False,False,1.0360967997089718,False,1.036096799708967,4.2894407507951225e-05,non_essential
MAR08864,,Transport reactions,0.0003599092956856,1.0360967997089667,optimal,1.0360967997089383,0.9999999999999726,2.7422508708241367e-14,False,False,1.036096799708967,False,1.036096799708967,0.0003599092956856,non_essential
MAR02132,,Vitamin D metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,1.0360967997089423,0.9999999999999764,2.3536728122053322e-14,False,False,1.0360967997089714,False,1.036096799708967,2.138503794599308e-05,non_essential
MAR06441,,Vitamin E metabolism,4.28944075079512e-05,1.0360967997089667,optimal,1.0360967997089443,0.9999999999999786,2.142730437526552e-14,False,False,1.036096799708967,False,1.036096799708967,4.289440750795121e-05,non_essential
MAR02130,,Vitamin D metabolism,-2.1385037945993078e-05,1.0360967997089667,optimal,1.0360967997089647,0.999999999999998,1.887379141862766e-15,False,False,1.036096799708967,False,1.036096799708967,-2.138503794599308e-05,non_essential
MAR08593,,Transport reactions,-0.0002498934406059,1.0360967997089667,optimal,1.0360967997089658,0.9999999999999992,8.881784197001252e-16,False,False,1.036096799708967,False,1.036096799708967,-0.0002498934406059,non_essential
MAR20163,MAR20163,Transport reactions,-2.507425135112075,1.0360967997089667,optimal,1.036096799708966,0.9999999999999992,6.661338147750939e-16,False,False,1.036096799708967,False,1.036096799708967,-2.689870805200293,non_essential
MAR04345,"5,6-Dihydrouracil:NADP+ oxidoreductase",Pyrimidine metabolism,-3.5816620223427007,1.0360967997089667,optimal,1.0360967997089665,0.9999999999999996,4.440892098500626e-16,False,False,1.036096799708967,False,1.036096799708967,-3.078876397437091,non_essential
MAR02137,,Vitamin D metabolism,2.1385037945993067e-05,1.0360967997089667,optimal,1.0360967997089665,0.9999999999999998,2.220446049250313e-16,False,False,1.0360967997088957,False,1.036096799708967,2.1385037945993078e-05,non_essential
MAR09440,Exchange of UTP,Exchange/demand reactions,-0.0582312933642439,1.0360967997089667,optimal,1.0360967997089665,0.9999999999999998,2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.058231293364244,non_essential
MAR07764,,Transport reactions,-0.2882421296790346,1.0360967997089667,optimal,1.0360967997089665,0.9999999999999998,2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,-0.2882421296790347,non_essential
MAR00653,S-adenosyl-L-methionine:phosphatidylethanolamine N-methyltransferase,Glycerophospholipid metabolism,0.1544951473335399,1.0360967997089667,optimal,1.0360967997089665,0.9999999999999998,2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.15449514733354,non_essential
MAR02140,,Vitamin D metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,1.0360967997089665,0.9999999999999998,2.220446049250313e-16,False,False,1.0360967997089667,False,1.036096799708967,2.138503794599308e-05,non_essential
MAR06673,,Retinol metabolism,2.1385037945993078e-05,1.0360967997089667,optimal,1.0360967997089667,1.0,0.0,False,False,1.036096799708967,False,1.036096799708967,2.138503794599308e-05,non_essential
MAR06659,,Retinol metabolism,-2.1385037945993078e-05,1.0360967997089667,optimal,1.0360967997089667,1.0,0.0,False,False,1.0360967997089672,False,1.036096799708967,-2.138503794599308e-05,non_essential
MAR09757,,Transport reactions,1.250629614269482e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09756,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09755,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09754,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09753,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09752,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR04468,,Transport reactions,0.001,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.001,non_essential
MAR09750,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09749,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09748,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09747,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09746,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09742,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09744,,Transport reactions,0.0001188098133556,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0001188098133556,non_essential
MAR09745,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09751,,Transport reactions,1.2506296142694824e-05,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,1.2506296142694824e-05,non_essential
MAR09014,,Transport reactions,0.0005209353354822,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0005209353354822,non_essential
MAR01104,,Transport reactions,0.0005209353354822,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0005209353354822,non_essential
MAR01145,,Transport reactions,0.0005209353354822,1.0360967997089667,optimal,1.036096799708967,1.0000000000000002,-2.220446049250313e-16,False,False,1.036096799708967,False,1.036096799708967,0.0005209353354822,non_essential
