rxn_id,name,subsystem,baseline_flux,baseline_biomass,ko_status,ko_biomass,rel_biomass,drop_in_biomass,essential
MAR05132,L-Arginine:tRNA(Arg) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.31415225627897736,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02142,,Vitamin D metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05134,L-Aspartate:tRNA(Asp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.34114971580295195,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06655,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05138,glycine:tRNA(Gly) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4423901890178567,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05139,L-Histidine:tRNA(His) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1398959266242321,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05141,L-Leucine:tRNA(Leu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.5589701278713836,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05133,L-Asparagine:tRNA(Asn) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.23009198457932908,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02139,,Vitamin D metabolism,2.372695612411479e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR08616,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06629,,Transport reactions,7.11808683723444e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06692,,Retinol metabolism,4.7591859667555836e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06691,,Retinol metabolism,-4.7591859667555836e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR07161,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),Nucleotide metabolism,0.1292107494355864,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR00598,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",Glycerophospholipid metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05137,L-glutamate:tRNA(Glu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4804320638016392,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05136,L-Glutamine:tRNA(Gln) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2626116517332076,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05135,L-Cysteine:tRNA(Cys) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1122848884747126,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06703,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06702,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06701,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR07160,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,Nucleotide metabolism,0.030693300800090362,1.14956182771874,optimal,-7.470505137722368e-17,-6.498567504235323e-17,1.0,True
MAR05140,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2712017524908359,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR08615,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR08613,,Vitamin B12 metabolism,2.3795929833777925e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02129,,Vitamin D metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06436,,Vitamin E metabolism,4.7591859667555836e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06453,,Vitamin E metabolism,4.7591859667555836e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02131,,Vitamin D metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02134,,Vitamin D metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02135,,Vitamin D metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR02136,,Vitamin D metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06658,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06657,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06656,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06690,,Retinol metabolism,-4.759185966755583e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06687,,Retinol metabolism,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06700,,Retinol metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06678,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06649,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,-6.332252227017673e-17,-5.5084050934291867e-17,1.0,True
MAR06669,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05148,L-Threonine:tRNA(Thr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.32826456466650955,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05147,L-Serine:tRNA(Ser) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.40557547148516415,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05146,L-proline:tRNA(Pro) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.31292509902788757,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05145,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.22579693420051497,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05143,L-Methionine:tRNAMet ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.13621445487096284,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06668,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06665,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR09269,Exchange of aquacob(III)alamin,Exchange/demand reactions,-4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05150,L-Valine:tRNAVal ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4092569432384333,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05149,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.060130705303398,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05142,L-lysine:tRNALys ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.44116303176676697,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06682,,Retinol metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR07792,,Transport reactions,0.04393165480809937,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR00579,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,Glycerophospholipid metabolism,0.012866723660344104,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR00580,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Glycerophospholipid metabolism,0.012866723660344104,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR13086,,Transport reactions,0.1292107494355864,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR07862,,Transport reactions,0.00613866016001807,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR10062,Protein pool for biomass reaction,Artificial reactions,6.135786255448776,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06641,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR00581,,Glycerophospholipid metabolism,0.012866723660344102,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06454,,Transport reactions,4.7591859667555836e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR13082,Generic human cell biomass reaction,Artificial reactions,1.14956182771874,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR10065,Cofactors and vitamins pool for biomass reaction,Artificial reactions,0.001379474193262488,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR10063,Lipid pool for biomass reaction,Artificial reactions,0.25428307629138536,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR08612,,Transport reactions,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR10024,Exchange of biomass,Exchange/demand reactions,1.14956182771874,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR10023,,Transport reactions,1.14956182771874,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR08614,,Transport reactions,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR00578,,Transport reactions,0.02573344732068821,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06693,,Retinol metabolism,4.7591859667555836e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR06642,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True
MAR05130,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1724155937781106,1.14956182771874,optimal,2.4629407171664466e-16,2.1425039156476298e-16,0.9999999999999998,True
MAR07786,,Transport reactions,0.02325793489840555,1.14956182771874,optimal,3.141620020110483e-16,2.732884777798253e-16,0.9999999999999998,True
MAR05131,L-Alanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.49147647906144687,1.14956182771874,optimal,8.517987240665163e-16,7.409768692101383e-16,0.9999999999999992,True
MAR02133,,Vitamin D metabolism,2.3726956124114797e-05,1.14956182771874,optimal,1.076947874874616e-15,9.36833364597515e-16,0.9999999999999991,True
MAR09608,,Transport reactions,4.759185966755584e-05,1.14956182771874,optimal,1.1057918946526951e-15,9.619246812040508e-16,0.999999999999999,True
MAR09167,Exchange of lipoic acid,Exchange/demand reactions,-4.759185966755584e-05,1.14956182771874,optimal,1.6057408548743644e-15,1.3968286143085436e-15,0.9999999999999986,True
MAR06664,,Retinol metabolism,2.3726956124114794e-05,1.14956182771874,optimal,2.244430431461456e-15,1.952422546872002e-15,0.999999999999998,True
MAR10064,Small metabolite pool for biomass reaction,Artificial reactions,0.5558131437020107,1.14956182771874,optimal,4.222932981830353e-15,3.673515316884344e-15,0.9999999999999963,True
MAR09271,Exchange of bilirubin-bisglucuronoside,Exchange/demand reactions,-1.1863478062057399e-05,1.14956182771874,optimal,1.149561827718367,0.9999999999996755,3.2451819009793326e-13,False
MAR07796,,Transport reactions,0.023257934898405545,1.14956182771874,optimal,1.1495618277186297,0.999999999999904,9.603429163007604e-14,False
MAR09561,retinyl-palmitate palmitohydrolase,Isolated,0.001,1.14956182771874,optimal,1.1495618277186503,0.999999999999922,7.80486786311485e-14,False
MAR04390,Glycerone phosphate phosphohydrolase,Glycerolipid metabolism,-6.135786255448776,1.14956182771874,optimal,1.1495618277186948,0.9999999999999606,3.941291737419306e-14,False
MAR08716,,Transport reactions,4.759185966755583e-05,1.14956182771874,optimal,1.1495618277187165,0.9999999999999796,2.042810365310288e-14,False
MAR07764,,Transport reactions,-0.31980810047135355,1.14956182771874,optimal,1.1495618277187194,0.999999999999982,1.7985612998927536e-14,False
MAR08702,,Retinol metabolism,-7.131881579167064e-05,1.14956182771874,optimal,1.1495618277187265,0.9999999999999882,1.176836406102666e-14,False
MAR04527,N-acetyl-D-glucosamine 2-epimerase,Amino sugar and nucleotide sugar metabolism,-4.240996331134027,1.14956182771874,optimal,1.1495618277187343,0.999999999999995,4.9960036108132044e-15,False
MAR02138,,Vitamin D metabolism,2.3726956124114794e-05,1.14956182771874,optimal,1.1495618277187365,0.9999999999999969,3.1086244689504383e-15,False
MAR06765,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.0006120228830914695,1.14956182771874,optimal,1.1495618277187372,0.9999999999999974,2.55351295663786e-15,False
MAR02351,Facilitated Diffusion,Transport reactions,23.097829755520646,1.14956182771874,optimal,1.149561827718738,0.9999999999999982,1.7763568394002505e-15,False
MAR01917,,Transport reactions,-0.028369695311655008,1.14956182771874,optimal,1.1495618277187385,0.9999999999999987,1.3322676295501878e-15,False
MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,6.170193273211405,1.14956182771874,optimal,1.149561827718739,0.999999999999999,9.992007221626409e-16,False
MAR06660,,Retinol metabolism,-4.7453912248229594e-05,1.14956182771874,optimal,1.1495618277187394,0.9999999999999994,5.551115123125783e-16,False
MAR04139,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,2.164022956717393,1.14956182771874,optimal,1.1495618277187396,0.9999999999999997,3.3306690738754696e-16,False
MAR02382,Utilized Transport,Transport reactions,3.3517802595356874,1.14956182771874,optimal,1.1495618277187396,0.9999999999999997,3.3306690738754696e-16,False
MAR06627,,Pyrimidine metabolism,-0.015615314494773833,1.14956182771874,optimal,1.1495618277187396,0.9999999999999997,3.3306690738754696e-16,False
MAR06469,,Transport reactions,4.7591859667555836e-05,1.14956182771874,optimal,1.1495618277187396,0.9999999999999997,3.3306690738754696e-16,False
MAR07800,,Nucleotide metabolism,-0.0002779065718510054,1.14956182771874,optimal,1.1495618277187396,0.9999999999999997,3.3306690738754696e-16,False
MAR00584,,Glycerophospholipid metabolism,0.005212803063973401,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False
MAR04583,S-Adenosyl-L-methionine:guanidinoacetate N-methyltransferase,Arginine and proline metabolism,3.626381442619265,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False
MAR04198,L-Serine:pyruvate aminotransferase,"Glycine, serine and threonine metabolism",6.135786255448732,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False
MAR00568,Exchange of arachidonate,Exchange/demand reactions,0.005470023166938424,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False
MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.01555790537712571,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False
MAR09774,,Transport reactions,5.887863762273291e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09338,Exchange of (5-L-glutamyl)-L-amino acid,Exchange/demand reactions,2.7739457780120826,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09153,Exchange of gamma-tocopherol,Exchange/demand reactions,-4.759185966755584e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09159,Exchange of thiamin,Exchange/demand reactions,-4.759185966755585e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09166,Exchange of chitin-component,Exchange/demand reactions,-4.214708557336096,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09151,Exchange of alpha-tocopherol,Exchange/demand reactions,-4.759185966755582e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09171,Exchange of 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,Exchange/demand reactions,-6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09209,Exchange of fatty acid pool,Exchange/demand reactions,0.018279929086715975,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR06387,,Transport reactions,1.18634780620574e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00639,Exchange of stearate,Exchange/demand reactions,-0.2074990144609161,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,Transport reactions,3.4309225390529274,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR05342,,Transport reactions,-1.1863478062103521e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09069,Exchange of serine,Exchange/demand reactions,-0.30172232970933005,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09729,Exchange of glycogen,Exchange/demand reactions,-0.46695201441935225,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09065,Exchange of cysteine,Exchange/demand reactions,2.6614941455942587,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09715,Exchange of spermine,Exchange/demand reactions,-1.323409052300605,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09307,"Exchange of 2,6-dimethylheptanoyl-carnitine",Exchange/demand reactions,-0.05503319517838528,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09438,Exchange of urea,Exchange/demand reactions,-0.6437046937698019,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00702,Exchange of myristic acid,Exchange/demand reactions,0.020898440080536308,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00104,C161 Transport into the Mitochondria,Fatty acid oxidation,0.038753088075866506,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00695,Exchange of stearidonic acid,Exchange/demand reactions,0.014749689932768668,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00661,Exchange of PS-LD pool,Exchange/demand reactions,-0.004831378449536321,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00569,Exchange of ATP,Exchange/demand reactions,-6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00056,Acetoacetate Intracellular Transport Unknown Mechanism,Transport reactions,-3.063529994546328,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00105,C161 Transport into the Mitochondria,Fatty acid oxidation,0.0005692991034083933,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00656,Exchange of PE-LD pool,Exchange/demand reactions,-0.04848851789317648,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09773,,Transport reactions,2.0302978490597565e-06,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00650,Exchange of oleate,Exchange/demand reactions,0.01029947061720071,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00106,C161 Transport into the Mitochondria,Fatty acid oxidation,-0.3384038619471464,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09783,,Transport reactions,6.750740348123688e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09784,,Transport reactions,2.0302978490597565e-06,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09785,,Transport reactions,2.0302978490597565e-06,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09786,,Transport reactions,0.0007842025441992869,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09787,,Transport reactions,5.8371063160467986e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09772,,Transport reactions,2.0302978490597565e-06,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00107,C180 Transport into the Mitochondria,Fatty acid oxidation,0.2132025142264433,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00057,Acetyl Coenzyme A Transport,Transport reactions,-0.008726266356121466,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09286,Exchange of citrate,Exchange/demand reactions,-6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09295,Exchange of cytidine,Exchange/demand reactions,-1.018994024950256,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09363,Exchange of cystine,Exchange/demand reactions,-5.5581314370201083e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09133,Exchange of pyruvate,Exchange/demand reactions,6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09692,Exchange of spermine dialdehyde,Exchange/demand reactions,1.323409052300605,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09440,Exchange of UTP,Exchange/demand reactions,-0.10940766167173445,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09258,Exchange of 1-alkyl-2-lysoglycerol-3-phosphocholine,Exchange/demand reactions,6.135786255448777,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09360,Exchange of IMP,Exchange/demand reactions,6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00628,Exchange of 2-lysolecithin pool,Exchange/demand reactions,-0.14346651164359958,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09254,Exchange of adenosine,Exchange/demand reactions,-6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09042,Exchange of methionine,Exchange/demand reactions,0.1764169847541458,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09041,Exchange of lysine,Exchange/demand reactions,0.11045163241782319,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00566,Exchange of adrenic acid,Exchange/demand reactions,0.03876579649172154,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09036,Exchange of linolenate,Exchange/demand reactions,0.004736239571373526,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR08722,,Transport reactions,9.490782449645919e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00228,7-Dehydrocholesterol Reductase,Cholesterol metabolism,0.020658992473206406,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09439,Exchange of uridine,Exchange/demand reactions,-1.5752911986897404,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00286,"Transport of 2, 6 Dimethylheptanoyl Carnitine, Mitochondrial",Fatty acid oxidation,0.05503319517838528,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09297,Exchange of deoxyadenosine,Exchange/demand reactions,6.083769502394019,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00631,Exchange of 1-acylglycerol-3P pool,Exchange/demand reactions,4.7591859667555836e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09378,Exchange of nicotinamide,Exchange/demand reactions,-0.002167671260438494,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09383,Exchange of O2-,Exchange/demand reactions,-6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR01456,Hydroxysteroid (17-Beta) Dehydrogenase 4,Bile acid biosynthesis,1.535628130451224,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09150,Exchange of chloride,Exchange/demand reactions,0.0010000000000000002,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09147,Exchange of retinol,Exchange/demand reactions,0.000857500315835985,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00109,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,-0.1817079897190338,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00089,Glucuronidated Compound Transport,Transport reactions,1.1863478062057397e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09273,Exchange of bilirubin,Exchange/demand reactions,1.1863478062057399e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00102,C160 Transport into the Mitochondria,Fatty acid oxidation,-0.038753088075866506,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09064,Exchange of tyrosine,Exchange/demand reactions,-0.17541698475414583,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09058,Exchange of CO2,Exchange/demand reactions,6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR00124,Citrulline Mitochondrial Transport via Proton Antiport,Transport reactions,3.430922539052928,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09143,Exchange of riboflavin,Exchange/demand reactions,-4.759185966755584e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09368,Exchange of leukotriene E4,Exchange/demand reactions,0.002,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09366,Exchange of leukotriene C4,Exchange/demand reactions,-0.002,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09134,Exchange of (R)-3-hydroxybutanoate,Exchange/demand reactions,1.0123057539930487,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09702,Exchange of coproporphyrin III,Exchange/demand reactions,-4.759185966755587e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR09146,Exchange of folate,Exchange/demand reactions,0.04594637686736307,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR05043,,Transport reactions,3.439417021739576,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR05113,,Transport reactions,0.0010000000000000002,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR05122,,Transport reactions,1.4303298720423232,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR05304,,Transport reactions,0.03705807977162625,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR05426,,Transport reactions,1.0123057539930485,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR06318,,Transport reactions,3.430922539052928,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
MAR04855,,Transport reactions,-2.298746652566836,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False
