reaction_id,reaction_name,subsystem,Rich,TME_core,TME_edge,S_edge_vs_rich,S_core_vs_rich
MAR00023,,Artificial reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00031,,Pool reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00033,,Artificial reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00034,,Artificial reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00035,,Artificial reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00036,,Artificial reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00037,,Artificial reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00038,10-Formyltetrahydrofolate Mitochondrial Transport via Diffusion,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00040,3- (4-Hydroxyphenyl-)Lactate Formation,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00041,Hydroxylation of 3-Decaprenyl-4-Hydroxybenzoate (NADH),Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00043,3-Hydroxyisobutyryl-Coenzyme A Hydrolase,Beta-alanine metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00044,3-Hydroxypropionate Dehydrogenase,Propanoate metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00045,3-Methyl-2-Oxobutanoate Mitochondrial Transport via Proton Symport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00046,"3'-Nucleotidase (AMP), Lysosomal",Purine metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00047,4-Hydroxybenzoyl Coenzyme A Formation,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00048,4-Hydroxybenzoate Formation,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00049,"4-Methylpentanal Transport, Endoplasmatic Reticulum",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00050,5-Formyltetrahydrofolate Transport via Anion Antiport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00051,"5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial",Tryptophan metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00052,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00053,5-Methyltetrahydrofolate Transport via Anion Antiport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00054,Cholesterol Precursor Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00055,Alpha-Mannosidase,N-glycan metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00056,Acetoacetate Intracellular Transport Unknown Mechanism,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00057,Acetyl Coenzyme A Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00058,Acetylcholine Secretion via Secretory Vesicle (ATP Driven),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00060,O-Acetylcarnintine Transport into Mitochondria via Diffusion,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00061,Acetate Mitochondrial Transport via Proton Symport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00062,"ADPribose Diphosphatase, Mitochondrial",Nucleotide metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00063,Fatty Acid Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00064,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00065,Adrenaline Secretion via Secretory Vesicle (ATP Driven),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00066,"L-Alanine Reversible Transport via Proton Symport, Lysosomal",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00067,"Aldehyde Dehydrogenase (Pristanal, NAD)",Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00068,Alkaline Phosphatase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00069,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00070,Alpha-Methylacyl Coenzyme A Racemase (Reductase),Bile acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00071,Alpha-Methylacyl Coenzyme A Racemase,Bile acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00072,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)",Starch and sucrose metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00073,"Apocarboxylase Formation, Mitochondrial",Biotin metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00074,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",Biotin metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00075,Fatty Acid Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00076,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00077,Fatty Acid Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00078,Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00080,"V-Type ATPase, H+ Transporting, Lysosomal",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00081,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00082,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",Blood group biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00083,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00084,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00085,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,Bile acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00086,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",Biotin metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00087,B-Alanine Secretion via Secretory Vesicle (ATP Driven),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00088,"Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase, Mitochondrial",Beta-alanine metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00089,Glucuronidated Compound Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00090,Glucuronidated Compound Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00091,"Biotinidase (Biotin), Mitochondrial",Biotin metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00092,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",Biotin metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00093,"Biotin Reversible Transport via Proton Symport, Mitochondria",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00094,Biotin Transport via Sodium Symport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00095,Biotin Uptake (Antiport),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00097,"Butyrate Mitochondrial Transport via Proton Symport, Reversible",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00098,Beta-Tocopherol (Vit. E) Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00099,Benzoate Transport (Diffusion),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00100,"Benzene Transporter, Endoplasmic Reticulum",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00101,C-14 Sterol Reductase,Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00102,C160 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00103,Carnitine O-Palmitoyltransferase,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00104,C161 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00105,C161 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00106,C161 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00107,C180 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00108,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00109,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00110,C181 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00111,Arachidonic Acid Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00112,C226 Transport into the Mitochondria,Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00113,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00114,C-3 Sterol Dehydrogenase (4-Methylzymosterol),Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00115,C-3 Sterol Keto Reductase (Zymosterol),Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00116,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)",Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00117,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00118,C-4 Methyl Sterol Oxidase,Cholesterol metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00119,Ca ATPase,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00120,Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00121,Phosphatidate Cytidylyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00122,Phosphatidate Cytidylyltransferase,Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00123,Cholesterol Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00124,Citrulline Mitochondrial Transport via Proton Antiport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00125,"Citrate Transport, Mitochondrial",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00126,Chloride Transport via Hydroxide Antiport (2:1),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00127,Fatty Acid Intracellular Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00128,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00129,Cardiolipin Synthase (Homo Sapiens),Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00130,CO2 Nuclear Transport via Diffusion,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00131,Methyltransferase Coq3,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00132,Ubiquinone Biosynthesis Methyltransferase Coq5,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00133,Ubiquinone Biosynthesis Monooxgenase Coq6,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00134,Ubiquinone Biosynthesis Coq7,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00135,P-Coumaroyl Coenzyme A Formation,Ubiquinone synthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00136,Crmp Hs Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00137,L-Carnitine Outward Transport (H+ Antiport),Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00138,Carnitine Transport Peroxisome to Mitochondria,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00139,"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal",Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00140,"Transport of Diacylglycerol, Endoplasmatic Reticulum",Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00141,Diacylglycerol Phosphate Kinase (Homo Sapiens),Glycerophospholipid metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00142,Diacylglycerol Transport,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00143,Transport into the Mitochondria (Carnitine),Fatty acid oxidation,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00144,Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00145,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00146,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00147,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00148,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00149,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00150,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00151,Fatty Acyl Coenzyme A Desaturase (N-C18:1CoA -> N-C18:2CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00152,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00153,Propanoate:CoA ligase (AMP-forming),Propanoate metabolism,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00154,Propanoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00155,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00156,Butanoate:CoA ligase (AMP-forming),Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00157,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00158,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00159,,Carnitine shuttle (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00160,,Carnitine shuttle (mitochondrial),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00161,,Carnitine shuttle (mitochondrial),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00162,,Carnitine shuttle (mitochondrial),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00163,Octanoyl-CoA:L-carnitine O-octanoyltransferase,Carnitine shuttle (mitochondrial),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00164,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00165,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00166,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00167,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00168,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00169,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00170,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00171,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00172,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00173,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00174,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00175,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00176,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00177,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00178,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00179,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00180,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00181,Fatty Acyl Coenzyme A Desaturase (N-C20:3CoA -> N-C20:4CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00182,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00183,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00184,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00185,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00186,Fatty Acyl Coenzyme A Desaturase (N-C20:4CoA -> N-C20:5CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00187,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00188,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00189,Lauroyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00190,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00191,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00192,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00193,Tridecanoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00194,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00195,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00196,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00197,Myristoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00198,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00199,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00200,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00201,(9E)-tetradecenoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00202,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00203,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00204,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00205,Fatty Acyl Coenzyme A Desaturase (N-C22:4CoA -> N-C22:5CoA),Fatty acid biosynthesis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00206,(7Z)-tetradecenoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00207,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00208,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00209,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00210,5-tetradecenoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00211,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00212,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00213,,Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00214,Pentadecanoyl-CoA hydrolase,Acyl-CoA hydrolysis,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00215,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00216,,Transport reactions,0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
MAR00217,Palmitate:CoA ligase (AMP-forming),Fatty acid activation (cytosolic),0.0,0.0,-2.006777754461733e-16,-2.006777754461733e-16,0.0
