reaction,flux_rich,flux_TME,delta_flux,log2FC_TME_vs_rich,subsystem
MAR04837,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05395,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05396,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR09727,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05397,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05398,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05399,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05400,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05401,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08568,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08569,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08570,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08571,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08572,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08573,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08574,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08575,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08576,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08577,0.591298462704569,1.3004508190710706,0.7091523563665016,1.1370534071991305,Starch and sucrose metabolism
MAR08578,0.591298462704569,1.3004508190710706,0.7091523563665016,1.1370534071991305,Starch and sucrose metabolism
MAR08579,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08581,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08591,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08592,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08580,0.591298462704569,1.3004508190710706,0.7091523563665016,1.1370534071991305,Starch and sucrose metabolism
MAR08582,0.5912984627045691,1.3004508190710709,0.7091523563665018,1.1370534071991305,Starch and sucrose metabolism
MAR08587,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08589,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08583,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08584,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08585,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR03944,0.0044083846634017,0.0044083846634017,0.0,0.0,Galactose metabolism
MAR04128,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04130,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04131,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04132,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04303,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04414,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04415,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04416,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04831,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04832,0.0,0.0,0.0,0.0,Galactose metabolism
MAR07674,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08761,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08762,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08764,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08766,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08767,0.0,0.0,0.0,0.0,Galactose metabolism
MAR00454,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04297,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04310,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04315,0.0,-2.557662238746504,-2.557662238746504,31.252178611084503,Fructose and mannose metabolism
MAR04316,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04317,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04318,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04319,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04320,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04356,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04383,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04385,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04386,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04387,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04399,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04400,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04401,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04402,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04403,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04490,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04706,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR08768,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04590,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04591,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04592,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04593,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04594,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04595,0.0056617478744416,0.0056617478744416,0.0,0.0,Pentose and glucuronate interconversions
MAR08341,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08342,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08344,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08352,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08353,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08726,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08727,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08728,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08729,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR06537,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR01568,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03853,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03854,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03855,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03857,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03859,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04087,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04089,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04091,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04093,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04095,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04101,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04103,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04143,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04193,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08497,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08498,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08499,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08500,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08501,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08502,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08503,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08504,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08506,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08507,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08508,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08509,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08511,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08512,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08514,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08516,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08517,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04280,5.420486246971842,5.420486246971841,-8.881784197001252e-16,-1.6017132519074588e-16,Pyruvate metabolism
MAR00153,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR03212,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR03797,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR03800,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04105,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04106,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04107,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04282,0.9741060681470172,0.8958713195219139,-0.07823474862510327,-0.12078735000405114,Propanoate metabolism
MAR04331,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04459,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04460,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04464,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04497,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04741,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR08078,0.0712316353720877,0.0712314515401675,-1.83831920200217e-07,-3.7232577457182885e-06,Propanoate metabolism
MAR09803,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR09804,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR00718,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR00719,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR01434,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR01436,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR03163,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR04461,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR04604,0.0459462201722242,0.0459462201722248,5.967448757360216e-16,1.8579873722126402e-14,Butanoate metabolism
MAR05351,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR07709,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR04052,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04304,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04350,11.06033333689322,11.06033333689322,0.0,0.0,Pentose phosphate pathway
MAR04351,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04352,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04354,11.060433527453752,11.060433527453752,0.0,0.0,Pentose phosphate pathway
MAR04398,1.6944148934262586,0.0,-1.6944148934262586,-30.65814003021648,Pentose phosphate pathway
MAR04404,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04473,0.0056617478744416,0.0056617478744416,0.0,0.0,Pentose phosphate pathway
MAR04474,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04476,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04477,-0.0056617478744416,-0.0056617478744416,0.0,0.0,Pentose phosphate pathway
MAR04501,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04565,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04567,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR09799,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR09800,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04623,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04625,0.0056617478744416,0.0056617478744416,0.0,0.0,Pentose phosphate pathway
MAR04710,1.6944148934262584,0.0,-1.6944148934262584,-30.65814003021648,Pentose phosphate pathway
MAR04841,5.530166668446611,5.530166668446611,0.0,0.0,Pentose phosphate pathway
MAR08074,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR08653,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR03998,0.0,0.0,0.0,0.0,Purine metabolism
MAR04000,0.0,0.0,0.0,0.0,Purine metabolism
MAR04002,0.0,-0.222899952340402,-0.222899952340402,27.73182107369756,Purine metabolism
MAR04004,-0.0009498794105617,-0.0009498794105617,0.0,0.0,Purine metabolism
MAR04010,0.0,0.0,0.0,0.0,Purine metabolism
MAR04081,0.0,0.0,0.0,0.0,Purine metabolism
MAR04082,0.0,0.0,0.0,0.0,Purine metabolism
MAR04012,0.0,0.0,0.0,0.0,Purine metabolism
MAR04014,0.0,0.0,0.0,0.0,Purine metabolism
MAR04020,-0.040649381788581,-0.0406493817885809,9.71445146547012e-17,-3.5237691541964136e-15,Purine metabolism
MAR04022,0.0,0.0,0.0,0.0,Purine metabolism
MAR04038,0.0,0.0,0.0,0.0,Purine metabolism
MAR04040,0.0,0.0,0.0,0.0,Purine metabolism
MAR04042,0.0,0.0,0.0,0.0,Purine metabolism
MAR04046,0.0,0.0,0.0,0.0,Purine metabolism
MAR04048,0.0,0.0,0.0,0.0,Purine metabolism
MAR04080,5.4909214863032325,5.490921486303201,-3.108624468950438e-14,-8.168737584728063e-15,Purine metabolism
MAR04085,0.0,0.0,0.0,0.0,Purine metabolism
MAR04086,0.0,0.0,0.0,0.0,Purine metabolism
MAR04134,0.0,0.0,0.0,0.0,Purine metabolism
MAR04135,0.0,0.0,0.0,0.0,Purine metabolism
MAR04168,0.0,0.0,0.0,0.0,Purine metabolism
MAR04171,0.0,0.0,0.0,0.0,Purine metabolism
MAR04290,0.0,0.0,0.0,0.0,Purine metabolism
MAR04406,0.0,0.0,0.0,0.0,Purine metabolism
MAR04412,0.0,0.0,0.0,0.0,Purine metabolism
MAR04417,0.0,0.0,0.0,0.0,Purine metabolism
MAR04418,0.0,0.0,0.0,0.0,Purine metabolism
MAR04419,0.0,0.0,0.0,0.0,Purine metabolism
MAR04421,0.0,0.0,0.0,0.0,Purine metabolism
MAR04449,0.0,0.0,0.0,0.0,Purine metabolism
MAR04450,0.0,0.0,0.0,0.0,Purine metabolism
MAR04451,0.0,0.0,0.0,0.0,Purine metabolism
MAR04452,0.0,0.0,0.0,0.0,Purine metabolism
MAR04453,0.0406994770688469,0.0406994770688468,-9.71445146547012e-17,-3.3635978290056677e-15,Purine metabolism
MAR04480,0.0,0.0,0.0,0.0,Purine metabolism
MAR04481,0.0,0.0,0.0,0.0,Purine metabolism
MAR04482,0.0,0.0,0.0,0.0,Purine metabolism
MAR04486,0.0,0.0,0.0,0.0,Purine metabolism
MAR04487,0.0,0.0,0.0,0.0,Purine metabolism
MAR04488,0.0,0.0,0.0,0.0,Purine metabolism
MAR04489,2.365193850818277,2.6441410375377803,0.27894718671950347,0.16084070026188044,Purine metabolism
MAR04492,0.0,0.0,0.0,0.0,Purine metabolism
MAR04493,0.0,0.0,0.0,0.0,Purine metabolism
MAR04495,0.0,0.0,0.0,0.0,Purine metabolism
MAR04496,0.0,0.0,0.0,0.0,Purine metabolism
MAR04518,0.001,0.001,0.0,0.0,Purine metabolism
MAR04519,0.0,0.0,0.0,0.0,Purine metabolism
MAR04520,0.0,0.0,0.0,0.0,Purine metabolism
MAR04573,0.0055327569104458,0.0055327569104458,0.0,0.0,Purine metabolism
MAR04574,3.3875724582937816,2.451344177500423,-0.9362282807933586,-0.4666787471037408,Purine metabolism
MAR04600,0.0065327569104458,0.0,-0.0065327569104458,-22.63926074696762,Purine metabolism
MAR04602,0.0,0.0,0.0,0.0,Purine metabolism
MAR04603,0.0065327569104458,0.0065327569104458,0.0,0.0,Purine metabolism
MAR04611,0.001,0.001,0.0,0.0,Purine metabolism
MAR04612,0.0,0.0,0.0,0.0,Purine metabolism
MAR04614,0.0,0.0,0.0,0.0,Purine metabolism
MAR04615,0.0,0.0,0.0,0.0,Purine metabolism
MAR04617,0.001,0.001,0.0,0.0,Purine metabolism
MAR04618,0.0,0.0,0.0,0.0,Purine metabolism
MAR04619,0.001,0.001,0.0,0.0,Purine metabolism
MAR04621,0.0,0.0,0.0,0.0,Purine metabolism
MAR04632,0.0,0.0,0.0,0.0,Purine metabolism
MAR04646,0.0,0.0,0.0,0.0,Purine metabolism
MAR04648,0.001,0.001,0.0,0.0,Purine metabolism
MAR04649,0.001,0.0,-0.001,-19.931570012018494,Purine metabolism
MAR04650,0.0,0.0,0.0,0.0,Purine metabolism
MAR04651,0.0075327569104458,0.0075327569104458,0.0,0.0,Purine metabolism
MAR04663,0.0009999999999999,-2.226903741494633e-19,-0.0009999999999999003,-19.931570011697076,Purine metabolism
MAR04664,0.0,0.0,0.0,0.0,Purine metabolism
MAR04694,0.0,0.0,0.0,0.0,Purine metabolism
MAR04695,2.058213594928566,2.994441875721896,0.9362282807933302,0.5408944202654246,Purine metabolism
MAR04705,0.0,0.0,0.0,0.0,Purine metabolism
MAR04709,0.0,0.0,0.0,0.0,Purine metabolism
MAR04799,0.0,0.0,0.0,0.0,Purine metabolism
MAR04802,0.0,0.0,0.0,0.0,Purine metabolism
MAR04804,0.0,0.0,0.0,0.0,Purine metabolism
MAR04808,0.0,0.0,0.0,0.0,Purine metabolism
MAR04810,0.0,0.0,0.0,0.0,Purine metabolism
MAR04812,0.0,0.0,0.0,0.0,Purine metabolism
MAR04814,0.0,0.0,0.0,0.0,Purine metabolism
MAR05301,0.0,0.0,0.0,0.0,Purine metabolism
MAR05353,-0.0065327569104458,-4.163341378516344e-18,0.006532756910445796,-22.639260740961188,Purine metabolism
MAR06601,0.0,0.0,0.0,0.0,Purine metabolism
MAR06602,0.0,-1.7961717507549475,-1.7961717507549475,30.742278162616547,Purine metabolism
MAR06603,0.0,0.0,0.0,0.0,Purine metabolism
MAR06605,0.0,0.0,0.0,0.0,Purine metabolism
MAR06606,-0.00026046766774,0.0,0.00026046766774,-17.99075031291072,Purine metabolism
MAR06607,0.0002604676677398,0.0,-0.0002604676677398,-17.99075031290961,Purine metabolism
MAR06609,0.0,0.0,0.0,0.0,Purine metabolism
MAR06610,0.002,0.0,-0.002,-20.931569290671515,Purine metabolism
MAR06611,0.002,0.0,-0.002,-20.931569290671515,Purine metabolism
MAR07144,0.0,0.0,0.0,0.0,Purine metabolism
MAR08755,0.0,0.0,0.0,0.0,Purine metabolism
MAR09797,0.0,0.0,0.0,0.0,Purine metabolism
MAR04016,-0.2614491435684198,-0.038549191228049,0.2228999523403708,-2.7617578149778956,Purine metabolism
MAR04018,-0.0009999999999999,-0.0009999999999999,0.0,0.0,Purine metabolism
MAR04044,0.0,0.0,0.0,0.0,Purine metabolism
MAR04291,0.0,0.0,0.0,0.0,Purine metabolism
MAR04420,0.024949996221702,0.0,-0.024949996221702,-24.57253631912329,Purine metabolism
MAR04570,0.0,0.0,0.0,0.0,Purine metabolism
MAR04572,0.0,0.0,0.0,0.0,Purine metabolism
MAR04006,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04028,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04030,-0.0432404232079749,-0.0432404232079749,0.0,0.0,Pyrimidine metabolism
MAR04670,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04673,0.0,0.001,0.001,19.931570012018494,Pyrimidine metabolism
MAR04675,0.0385421386600146,0.0,-0.0385421386600146,-25.19993332902646,Pyrimidine metabolism
MAR06614,2.3807921215496144,2.6652720651795643,0.2844799436299499,0.1628411501701879,Pyrimidine metabolism
MAR06615,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06616,0.0165982707313376,0.0165982707313376,0.0,0.0,Pyrimidine metabolism
MAR04635,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03793,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03931,0.003,0.003,0.0,0.0,Pyrimidine metabolism
MAR03969,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03970,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04008,-0.0007013339237229,-0.0007013339237229,0.0,0.0,Pyrimidine metabolism
MAR04032,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04034,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04036,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04050,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04056,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04059,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04060,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04127,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04177,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04179,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04182,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04183,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04192,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04194,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04210,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04211,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04343,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04345,-3.5816620223427007,-3.078876397437091,0.5027856249056097,-0.21822525508010385,Pyrimidine metabolism
MAR04346,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04470,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04471,0.0009999999999999,0.0009999999999999,0.0,0.0,Pyrimidine metabolism
MAR04472,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04484,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04485,-0.001,-0.001,0.0,0.0,Pyrimidine metabolism
MAR04510,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04512,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04513,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04514,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04577,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04579,5.608068433251328,5.609068433251359,0.001000000000030532,0.00025723053247322177,Pyrimidine metabolism
MAR04580,0.0779017648047177,0.0789017648047483,0.0010000000000306014,0.018401557482474903,Pyrimidine metabolism
MAR04608,-0.0021540970514349,-0.0021540970514349,0.0,0.0,Pyrimidine metabolism
MAR04575,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04637,-0.0322491315873709,-0.0082991353656689,0.023949996221702,-1.9582272385617263,Pyrimidine metabolism
MAR04642,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04643,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04644,0.0082991353656688,0.0082991353656688,0.0,0.0,Pyrimidine metabolism
MAR04672,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04676,0.0395421386600146,0.0,-0.0395421386600146,-25.236887602890544,Pyrimidine metabolism
MAR04736,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04819,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05299,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05352,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05415,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05416,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05417,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06612,0.023949996221702,0.0,-0.023949996221702,-24.513522152814453,Pyrimidine metabolism
MAR06613,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06621,-0.001,-0.001,0.0,0.0,Pyrimidine metabolism
MAR06622,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06623,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06624,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06627,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR07744,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR08072,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR08637,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03965,0.0,0.0,0.0,0.0,Nucleotide metabolism
MAR03966,0.0,0.0,0.0,0.0,Nucleotide metabolism
MAR03967,0.0,0.0,0.0,0.0,Nucleotide metabolism
MAR03968,0.0009999999999999,0.0009999999999999,0.0,0.0,Nucleotide metabolism
MAR03999,0.0,0.0,0.0,0.0,Nucleotide metabolism
