sample,scenario,reaction_id,reaction_name,subsystem,baseline_biomass,baseline_flux,ko_biomass,rel_drop,is_essential_TME,is_strong_sensitive_TME
Blood,Rich,MAR06691,,Retinol metabolism,1.036096799708967,-4.2894407507951225e-05,0.0,1.0,True,False
Blood,Rich,MAR06692,,Retinol metabolism,1.036096799708967,4.2894407507951225e-05,0.0,1.0,True,False
Blood,Rich,MAR06642,,Retinol metabolism,1.036096799708967,2.1385037945993078e-05,0.0,1.0,True,False
Blood,Rich,MAR06701,,Retinol metabolism,1.036096799708967,2.1385037945993074e-05,0.0,1.0,True,False
Blood,Rich,MAR06702,,Retinol metabolism,1.036096799708967,2.138503794599307e-05,0.0,1.0,True,False
Blood,Rich,MAR05131,L-Alanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,1.036096799708967,0.44296635014257346,0.0,1.0,True,False
Blood,Rich,MAR05146,L-proline:tRNA(Pro) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,1.036096799708967,0.28203850009077713,0.0,1.0,True,False
Blood,Rich,MAR02143,,Vitamin D metabolism,1.036096799708967,2.1385037945993074e-05,0.0,1.0,True,False
Blood,Rich,MAR10065,Cofactors and vitamins pool for biomass reaction,Artificial reactions,1.036096799708967,0.0012433161596507602,0.0,1.0,True,False
Blood,Rich,MAR06678,,Retinol metabolism,1.036096799708967,2.1385037945993078e-05,0.0,1.0,True,False
Blood,Rich,MAR10063,Lipid pool for biomass reaction,Artificial reactions,1.036096799708967,0.22918461209562352,0.0,1.0,True,False
Blood,Rich,MAR06436,,Vitamin E metabolism,1.036096799708967,4.289440750795122e-05,0.0,1.0,True,False
Blood,Rich,MAR06693,,Retinol metabolism,1.036096799708967,4.289440750795122e-05,0.0,1.0,True,False
Blood,Rich,MAR00579,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,Glycerophospholipid metabolism,1.036096799708967,0.0046982845479602835,2.748579044963812e-17,1.0,True,False
Blood,Rich,MAR08614,,Transport reactions,1.036096799708967,4.2894407507951245e-05,0.0,1.0,True,False
Blood,Rich,MAR10062,Protein pool for biomass reaction,Artificial reactions,1.036096799708967,5.530166668446611,0.0,1.0,True,False
Blood,Rich,MAR00598,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",Glycerophospholipid metabolism,1.036096799708967,4.2894407507951225e-05,0.0,1.0,True,False
Blood,Rich,MAR00580,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Glycerophospholipid metabolism,1.036096799708967,0.0046982845479602835,0.0,1.0,True,False
Blood,Rich,MAR05147,L-Serine:tRNA(Ser) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,1.036096799708967,0.3655440167843211,0.0,1.0,True,False
