reaction,flux_rich,flux_TME,delta_flux,log2FC_TME_vs_rich,subsystem
MAR05395,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05396,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR09727,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05397,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05398,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05399,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05400,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR05401,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08568,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08569,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08570,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08571,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08572,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08573,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08574,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08575,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08576,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08577,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08578,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08579,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08581,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08591,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08592,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08580,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08582,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08587,0.0,2.9529006790920023,2.9529006790920023,31.459485686669293,Starch and sucrose metabolism
MAR08589,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08583,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08584,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR08585,0.0,0.0,0.0,0.0,Starch and sucrose metabolism
MAR03944,0.004707822692047,0.004707822692047,0.0,0.0,Galactose metabolism
MAR04128,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04130,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04131,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04132,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04303,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04414,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04415,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04416,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04831,0.0,0.0,0.0,0.0,Galactose metabolism
MAR04832,0.0,0.0,0.0,0.0,Galactose metabolism
MAR07674,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08761,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08762,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08764,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08766,0.0,0.0,0.0,0.0,Galactose metabolism
MAR08767,0.0,0.0,0.0,0.0,Galactose metabolism
MAR00454,0.0,1.3531573425537309,1.3531573425537309,30.333682457947123,Fructose and mannose metabolism
MAR04297,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04310,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04315,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04316,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04317,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04318,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04319,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04320,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04356,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04383,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04385,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04386,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04387,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04399,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04400,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04401,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04402,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04403,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04490,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04706,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR08768,0.0,0.0,0.0,0.0,Fructose and mannose metabolism
MAR04590,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04591,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04592,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04593,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04594,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR04595,0.0009647571809862,0.0013779941194223,0.00041323693843609997,0.5143315005786513,Pentose and glucuronate interconversions
MAR08341,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08342,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08344,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08352,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08353,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08726,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08727,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08728,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR08729,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR06537,0.0,0.0,0.0,0.0,Pentose and glucuronate interconversions
MAR01568,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03853,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03854,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03855,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03857,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR03859,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04087,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04089,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04091,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04093,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04095,0.0,0.001,0.001,19.931570012018494,Pyruvate metabolism
MAR04101,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04103,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04143,0.0,7.0949837133739705e-06,7.0949837133739705e-06,12.792786983046614,Pyruvate metabolism
MAR04193,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08497,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08498,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08499,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08500,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08501,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08502,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08503,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08504,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08506,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08507,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08508,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08509,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08511,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08512,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08514,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08516,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR08517,0.0,0.0,0.0,0.0,Pyruvate metabolism
MAR04280,2.7070407051123158,0.0,-2.7070407051123158,-31.334069435689425,Pyruvate metabolism
MAR00153,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR03212,0.0002748479732782,0.0,-0.0002748479732782,-18.068279564512082,Propanoate metabolism
MAR03797,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR03800,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04105,0.0001069959702737,0.0,-0.0001069959702737,-16.70721042028761,Propanoate metabolism
MAR04106,0.0002748479732782,0.0,-0.0002748479732782,-18.068279564512082,Propanoate metabolism
MAR04107,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04282,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04331,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04459,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04460,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04464,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04497,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR04741,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR08078,0.0,0.0,0.0,0.0,Propanoate metabolism
MAR09803,-0.0002748479732782,0.0,0.0002748479732782,-18.068279564512082,Propanoate metabolism
MAR09804,0.0002748479732782,0.0,-0.0002748479732782,-18.068279564512082,Propanoate metabolism
MAR00718,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR00719,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR01434,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR01436,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR03163,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR04461,0.1086296191029438,0.0,-0.1086296191029438,-26.694842296395063,Butanoate metabolism
MAR04604,0.0010722504514097,1.4575239748198182e-05,-0.0010576752116615018,-6.200880864876859,Butanoate metabolism
MAR05351,0.0,0.0143290601575301,0.0143290601575301,23.772440751289135,Butanoate metabolism
MAR07709,0.0,0.0,0.0,0.0,Butanoate metabolism
MAR04052,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04304,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04350,5.9058013581840045,7.485308453854056,1.5795070956700519,0.34192893569788335,Pentose phosphate pathway
MAR04351,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04352,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04354,5.905908354154278,7.4854154498243295,1.5795070956700519,0.3419234204127892,Pentose phosphate pathway
MAR04398,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04404,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04473,0.0009647571809862,0.0013779941194223,0.00041323693843609997,0.5143315005786513,Pentose phosphate pathway
MAR04474,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04476,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04477,-0.0009647571809862,-0.0013779941194223,-0.00041323693843609997,0.5143315005786513,Pentose phosphate pathway
MAR04501,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04565,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04567,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR09799,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR09800,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04623,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04625,0.0009647571809862,0.0013779941194223,0.00041323693843609997,0.5143315005786513,Pentose phosphate pathway
MAR04710,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR04841,0.0,1.5795070956700514,1.5795070956700514,30.556827273063888,Pentose phosphate pathway
MAR08074,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR08653,0.0,0.0,0.0,0.0,Pentose phosphate pathway
MAR03998,0.0,0.0,0.0,0.0,Purine metabolism
MAR04000,0.0,0.0,0.0,0.0,Purine metabolism
MAR04002,0.0,0.0,0.0,0.0,Purine metabolism
MAR04004,-0.0004580799554638,-0.0004581799351754,-9.997971159997343e-08,0.00031484499390584293,Purine metabolism
MAR04010,2.0085046233226147,3.811057483979718,1.8025528606571033,0.9240695865370406,Purine metabolism
MAR04081,0.0,0.0,0.0,0.0,Purine metabolism
MAR04082,0.0,0.0,0.0,0.0,Purine metabolism
MAR04012,0.0,0.0,0.0,0.0,Purine metabolism
MAR04014,0.0,0.0,0.0,0.0,Purine metabolism
MAR04020,0.0,-0.0042149441505945,-0.0042149441505945,22.00708242671213,Purine metabolism
MAR04022,0.0,0.0,0.0,0.0,Purine metabolism
MAR04038,0.0,0.0,0.0,0.0,Purine metabolism
MAR04040,0.0,0.0,0.0,0.0,Purine metabolism
MAR04042,0.0,0.0,0.0,0.0,Purine metabolism
MAR04046,0.0,0.0,0.0,0.0,Purine metabolism
MAR04048,0.0,0.0,0.0,0.0,Purine metabolism
MAR04080,0.0,0.0,0.0,0.0,Purine metabolism
MAR04085,0.0,0.0,0.0,0.0,Purine metabolism
MAR04086,0.0,0.0,0.0,0.0,Purine metabolism
MAR04134,0.0,0.0,0.0,0.0,Purine metabolism
MAR04135,5.3497985136898645e-05,0.0042684421357314,0.004214944150594501,6.3180546253782035,Purine metabolism
MAR04168,0.0,0.0,0.0,0.0,Purine metabolism
MAR04171,0.0,0.0,0.0,0.0,Purine metabolism
MAR04290,0.0,0.0,0.0,0.0,Purine metabolism
MAR04406,0.0,0.0,0.0,0.0,Purine metabolism
MAR04412,0.0,0.0,0.0,0.0,Purine metabolism
MAR04417,0.0,0.0,0.0,0.0,Purine metabolism
MAR04418,0.0,0.0,0.0,0.0,Purine metabolism
MAR04419,0.0,0.0,0.0,0.0,Purine metabolism
MAR04421,0.0,0.0,0.0,0.0,Purine metabolism
MAR04449,0.0,0.0,0.0,0.0,Purine metabolism
MAR04450,0.0,0.0,0.0,0.0,Purine metabolism
MAR04451,0.0,0.0,0.0,0.0,Purine metabolism
MAR04452,0.0,0.0,0.0,0.0,Purine metabolism
MAR04453,0.0,0.0,0.0,0.0,Purine metabolism
MAR04480,5.349798513689865e-05,5.349798513689873e-05,8.131516293641283e-20,2.2423985526704407e-15,Purine metabolism
MAR04481,0.0,0.0,0.0,0.0,Purine metabolism
MAR04482,0.0,0.0,0.0,0.0,Purine metabolism
MAR04486,0.0,0.0,0.0,0.0,Purine metabolism
MAR04487,0.0,0.0,0.0,0.0,Purine metabolism
MAR04488,0.0,0.0,0.0,0.0,Purine metabolism
MAR04489,0.0,0.0,0.0,0.0,Purine metabolism
MAR04492,0.0,0.0,0.0,0.0,Purine metabolism
MAR04493,0.0,0.0,0.0,0.0,Purine metabolism
MAR04495,0.0,0.0,0.0,0.0,Purine metabolism
MAR04496,0.0,0.0,0.0,0.0,Purine metabolism
MAR04518,0.0,0.0,0.0,0.0,Purine metabolism
MAR04519,0.0,0.0,0.0,0.0,Purine metabolism
MAR04520,0.0,0.0,0.0,0.0,Purine metabolism
MAR04573,0.0059085675414899,0.0059085675414899,0.0,0.0,Purine metabolism
MAR04574,0.0,0.0,0.0,0.0,Purine metabolism
MAR04600,0.0,0.050440467405176,0.050440467405176,25.588078337234666,Purine metabolism
MAR04602,0.0,0.0,0.0,0.0,Purine metabolism
MAR04603,5.541102582806718,0.050440467405176,-5.490662115401542,-6.779447593011524,Purine metabolism
MAR04611,0.0089163492973718,0.0089163492973718,0.0,0.0,Purine metabolism
MAR04612,0.0,0.0,0.0,0.0,Purine metabolism
MAR04614,0.0,0.0,0.0,0.0,Purine metabolism
MAR04615,0.0,0.0,0.0,0.0,Purine metabolism
MAR04617,0.0,0.0,0.0,0.0,Purine metabolism
MAR04618,0.0,0.0,0.0,0.0,Purine metabolism
MAR04619,3.7967150784392816,2.105290219423335,-1.6914248590159464,-0.850732610722168,Purine metabolism
MAR04621,0.0,0.0,0.0,0.0,Purine metabolism
MAR04632,0.0,0.0,0.0,0.0,Purine metabolism
MAR04646,0.0,0.0,0.0,0.0,Purine metabolism
MAR04648,0.0,0.0,0.0,0.0,Purine metabolism
MAR04649,0.0,0.0,0.0,0.0,Purine metabolism
MAR04650,0.0,0.0,0.0,0.0,Purine metabolism
MAR04651,5.541102582806718,0.050440467405176,-5.490662115401542,-6.779447593011524,Purine metabolism
MAR04663,0.0,0.0,0.0,0.0,Purine metabolism
MAR04664,0.0,0.0,0.0,0.0,Purine metabolism
MAR04694,0.0,0.0,0.0,0.0,Purine metabolism
MAR04695,0.0,0.0,0.0,0.0,Purine metabolism
MAR04705,0.0,0.0,0.0,0.0,Purine metabolism
MAR04709,0.0,0.0,0.0,0.0,Purine metabolism
MAR04799,0.0,0.0,0.0,0.0,Purine metabolism
MAR04802,0.0,0.0,0.0,0.0,Purine metabolism
MAR04804,0.0,0.0,0.0,0.0,Purine metabolism
MAR04808,0.0,0.0,0.0,0.0,Purine metabolism
MAR04810,0.0,0.0,0.0,0.0,Purine metabolism
MAR04812,0.0,0.0,0.0,0.0,Purine metabolism
MAR04814,0.0,0.0,0.0,0.0,Purine metabolism
MAR05301,0.0,0.0,0.0,0.0,Purine metabolism
MAR05353,-0.0504404674051759,-0.050440467405176,-9.71445146547012e-17,2.8830838534334232e-15,Purine metabolism
MAR06601,0.0,0.0,0.0,0.0,Purine metabolism
MAR06602,0.0,0.0,0.0,0.0,Purine metabolism
MAR06603,0.0,0.0,0.0,0.0,Purine metabolism
MAR06605,4.518261057588313e-22,0.0,-4.518261057588313e-22,-6.51897293526483e-13,Purine metabolism
MAR06606,-4.518261057588312e-22,0.0,4.518261057588312e-22,-6.51897293526483e-13,Purine metabolism
MAR06607,0.0,0.0,0.0,0.0,Purine metabolism
MAR06609,0.0,0.0,0.0,0.0,Purine metabolism
MAR06610,0.0,0.0,0.0,0.0,Purine metabolism
MAR06611,0.0,0.0,0.0,0.0,Purine metabolism
MAR07144,0.0,0.0,0.0,0.0,Purine metabolism
MAR08755,0.0,0.0,0.0,0.0,Purine metabolism
MAR09797,0.0,0.0,0.0,0.0,Purine metabolism
MAR04016,0.0,0.0,0.0,0.0,Purine metabolism
MAR04018,-0.152038061278755,-0.0402634577279546,0.11177460355080039,-1.9168895296485506,Purine metabolism
MAR04044,0.0,0.0,0.0,0.0,Purine metabolism
MAR04291,0.0,0.0,0.0,0.0,Purine metabolism
MAR04420,0.0,0.0,0.0,0.0,Purine metabolism
MAR04570,0.0,0.0,0.0,0.0,Purine metabolism
MAR04572,0.0,0.0,0.0,0.0,Purine metabolism
MAR04006,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04028,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04030,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04670,0.3462413029133873,0.0,-0.3462413029133873,-28.36720259644534,Pyrimidine metabolism
MAR04673,2.0649410885995314,0.0,-2.0649410885995314,-30.943453477783557,Pyrimidine metabolism
MAR04675,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06614,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06615,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06616,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04635,-0.0088628513122349,-0.0088628513122349,0.0,0.0,Pyrimidine metabolism
MAR03793,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03931,3.8056314277366527,2.1142065687207063,-1.6914248590159464,-0.84801950200931,Pyrimidine metabolism
MAR03969,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03970,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04008,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04032,0.294717214567618,0.0567310448612164,-0.23798616970640163,-2.3771209702271694,Pyrimidine metabolism
MAR04034,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04036,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04050,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04056,0.0021934173906256,0.0,-0.0021934173906256,-21.06474959907771,Pyrimidine metabolism
MAR04059,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04060,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04127,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04177,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04179,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04182,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04183,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04192,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04194,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04210,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04211,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04343,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04345,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04346,0.0,1.58170051306066,1.58170051306066,30.55882931360631,Pyrimidine metabolism
MAR04470,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04471,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04472,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04484,0.0,0.2492668831423352,0.2492668831423352,27.893115988269727,Pyrimidine metabolism
MAR04485,-0.0021934173906256,0.0,0.0021934173906256,-21.06474959907771,Pyrimidine metabolism
MAR04510,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04512,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04513,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04514,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04577,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04579,0.3668921927679116,7.437061403839486,7.070169211071574,4.341304569623807,Pyrimidine metabolism
MAR04580,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04608,5.903455136827571,0.0,-5.903455136827571,-32.45891242731066,Pyrimidine metabolism
MAR04575,-5.9057555501884575,-0.0023004133608866,5.903455136827571,-11.326012177642847,Pyrimidine metabolism
MAR04637,-0.008809353327098,1.4828827084072094,1.4916920617343075,7.395152492955768,Pyrimidine metabolism
MAR04642,5.538909165416091,0.050440467405176,-5.488468698010915,-6.778876396427129,Pyrimidine metabolism
MAR04643,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04644,0.0110562687028605,0.2581297344545702,0.24707346575170971,4.545159724386345,Pyrimidine metabolism
MAR04672,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04676,3.4850243455194208,0.3085702018597462,-3.1764541436596745,-3.497498075227512,Pyrimidine metabolism
MAR04736,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR04819,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05299,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05352,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05415,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05416,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR05417,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06612,-5.349798513689865e-05,0.0,5.349798513689865e-05,-15.707223903738925,Pyrimidine metabolism
MAR06613,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06621,-5.549965434118952,-0.3085702018597462,5.2413952322592055,-4.168808126838321,Pyrimidine metabolism
MAR06622,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06623,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06624,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR06627,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR07744,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR08072,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR08637,0.0,0.0,0.0,0.0,Pyrimidine metabolism
MAR03965,0.0,0.0,0.0,0.0,Nucleotide metabolism
MAR03966,0.0,0.0,0.0,0.0,Nucleotide metabolism
MAR03967,0.0,0.0,0.0,0.0,Nucleotide metabolism
MAR03968,5.549965434118953,0.3085702018597462,-5.241395232259206,-4.168808126838321,Nucleotide metabolism
