"","Blood","TumorCore","TumorEdge"
"RP11-25K19.1",107,247,446
"CA8",0,0,0
"LINC01301",1,0,0
"RAB2A",1453,1140,1752
"RP11-91I20.4",3,1,0
"RP11-91I20.3",0,0,0
"CHD7",445,231,388
"RP11-33I11.3",0,0,0
"AC022182.1",3,2,4
"AC022182.2",2,3,6
"AC022182.3",113,43,118
"CLVS1",0,1,2
"NPM1P6",6,0,4
"ASPH",145,56,149
"KRT8P3",0,0,0
"RP11-280G9.1",0,0,0
"RP11-705O24.1",0,0,0
"SRPK2P",71,105,115
"RP11-659E9.2",1,0,0
"GGH",28,22,38
"TTPA",0,0,0
"YTHDF3-AS1",41,24,36
"YTHDF3",127,155,305
"RP11-16E18.3",4,6,12
"BHLHE22",0,1,0
"CYP7B1",2,18,23
"RP11-1D12.1",0,2,1
"CTD-3025N20.3",13,5,4
"ARMC1",434,312,532
"MTFR1",50,39,60
"RP11-707M3.3",57,28,52
"PDE7A",882,694,1142
"CTD-2532N20.1",11,3,10
"DNAJC5B",1,2,2
"AC084082.3",0,1,3
"TRIM55",0,1,0
"RRS1-AS1",25,12,16
"RRS1",500,285,448
"ADHFE1",81,44,80
"C8orf46",5,1,3
"RP11-346I3.2",0,1,2
"MYBL1",528,344,509
"VCPIP1",412,295,457
"C8orf44-SGK3",2,0,1
"C8orf44",170,43,84
"SGK3",244,135,163
"PTTG3P",1,3,7
"MCMDC2",3,1,5
"SNHG6",9409,3377,5110
"RP11-409C19.2",3,0,1
"COPS5",841,496,820
"CSPP1",286,163,288
"RP11-453N18.1",1,0,1
"ARFGEF1",615,402,671
"RP11-7F18.2",4,1,5
"RP11-7F18.1",1,0,0
"CPA6",0,0,0
"PREX2",0,0,1
"RP11-403D15.1",0,0,0
"C8orf34",3,3,1
"RP11-865I6.2",0,0,0
"GS1-44D20.1",2,6,11
"SULF1",1,0,0
"SLCO5A1",0,13,13
"RP11-159H10.3",0,4,3
"RP11-152C15.1",0,0,0
"NCOA2",206,265,418
"RP11-333A23.4",1,4,7
"TRAM1",2276,1148,2140
"LACTB2",141,110,217
"RN7SL19P",3,1,1
"XKR9",5,7,20
"MSC",49,73,154
"RPS20P20",0,0,0
"TRPA1",0,0,1
"RP11-142A23.1",0,0,0
"TERF1",734,677,1080
"RP11-531A24.5",6,2,4
"SBSPON",1,2,4
"C8orf89",0,1,1
"RPL7",100928,29484,49981
"RDH10",22,123,114
"STAU2-AS1",0,2,0
"STAU2",475,472,759
"RP11-181D18.4",2,2,0
"RP11-463D19.2",0,0,1
"UBE2W",339,320,562
"TMEM70",291,409,738
"RP11-367E12.4",3,2,0
"LY96",263,279,373
"RP11-6I2.3",4,3,1
"RP1-16A9.1",0,0,1
"JPH1",0,0,1
"GDAP1",59,39,71
"RP11-730G20.2",7,11,15
"RP11-758M4.4",3,2,0
"CRISPLD1",0,0,1
"RP11-697M17.2",1,1,2
"CASC9",2,1,0
"HNF4G",0,0,0
"ZFHX4",1,0,0
"PEX2",369,403,672
"PKIA",190,102,168
"RP11-594N15.3",4,2,1
"ZC2HC1A",122,201,182
"IL7",8,82,74
"RP11-79H23.3",0,2,2
"RPL3P9",1,0,0
"STMN2",0,0,0
"HEY1",0,1,3
"MRPS28",193,176,352
"RP11-26J3.3",22,11,23
"RP11-92K15.3",12,7,12
"TPD52",630,499,1045
"RP11-941H19.1",1,0,2
"RP11-941H19.2",0,2,0
"RP11-48B3.5",24,6,12
"ZBTB10",140,166,202
"RP11-48B3.3",6,8,7
"RP11-48B3.4",4,5,6
"RPSAP47",2,3,1
"ZNF704",0,3,9
"RN7SL308P",0,0,1
"HMGB1P41",0,0,1
"PAG1",1624,1034,1640
"RP11-1149M10.1",2,0,0
"RP11-1149M10.2",1,0,0
"UBE2HP1",1,3,0
"RP11-363E6.4",0,0,0
"RP11-363E6.3",1,0,0
"FABP5",193,956,2292
"FABP4",0,9,12
"FTH1P11",7,9,21
"SLC10A5P1",0,0,0
"IMPA1",228,206,389
"SLC10A5",2,0,0
"ZFAND1",1061,352,679
"CHMP4C",1,1,1
"SNX16",49,53,68
"HNRNPA1P4",0,0,0
"LRRCC1",85,61,118
"RP11-219B4.7",4,3,6
"E2F5",4,15,19
"C8orf59",2378,1206,2059
"CA13",12,8,12
"RP11-219B4.5",0,0,0
"CA3",0,0,0
"CA2",3,73,102
"ATP6V0D2",0,0,0
"CTD-2284J15.1",8,1,9
"WWP1",669,305,539
"RMDN1",320,229,357
"NTAN1P2",4,7,6
"CPNE3",1026,567,939
"CNGB3",0,0,0
"MMP16",0,0,0
"RP11-37B2.1",36,13,39
"RIPK2",428,252,549
"OSGIN2",118,82,141
"NBN",500,349,800
"DECR1",1132,803,1390
"CALB1",0,0,0
"LINC01030",1,0,2
"TMEM64",88,103,210
"RP11-68L18.1",0,1,1
"NECAB1",1,0,2
"C8orf88",34,14,20
"TMEM55A",280,164,257
"OTUD6B-AS1",1275,752,1281
"OTUD6B",139,90,156
"LRRC69",61,27,40
"CTD-2114J12.1",3,1,1
"SLC26A7",3,1,1
"RUNX1T1",0,0,1
"RP11-777J24.1",0,1,0
"FLJ46284",4,0,0
"TRIQK",38,19,32
"CTD-2006H14.2",12,6,15
"RP11-10N23.2",0,0,0
"RBM12B",184,126,204
"RBM12B-AS1",1,0,0
"RP11-10N23.5",4,0,3
"TMEM67",155,46,101
"PDP1",130,87,189
"RP3-388N13.5",6,2,1
"RPL34P18",4084,1318,2095
"CDH17",0,0,0
"GEM",0,300,262
"RAD54B",27,12,33
"FSBP",4,1,2
"RP11-267M23.1",11,1,7
"KIAA1429",320,229,389
"RP11-267M23.4",8,3,5
"RP11-267M23.6",1,0,1
"RP11-22C11.2",1,0,3
"ESRP1",0,0,0
"DPY19L4",116,48,87
"INTS8",353,203,358
"CCNE2",7,28,60
"RP11-347C18.5",7,2,1
"RP11-347C18.1",2,4,0
"NDUFAF6",147,109,188
"TP53INP1",92,170,239
"RP11-347C18.3",0,2,9
"RP11-320N21.1",0,0,0
"RP11-320N21.2",0,0,0
"PLEKHF2",271,207,393
"C8orf37-AS1",1,1,1
"C8orf37",19,13,19
"RP11-90D11.1",3,2,2
"UQCRB",17718,8195,13495
"KB-1043D8.6",0,1,0
"MTERF3",128,102,160
"PTDSS1",576,347,555
"SDC2",0,2,3
"CPQ",347,185,298
"KB-1958F4.1",62,8,19
"TSPYL5",19,7,25
"KB-1683C8.1",16,6,3
"MTDH",3193,2327,3627
"LAPTM4B",41,222,167
"RPS23P1",3,7,7
"MATN2",22,13,17
"RPL30",113271,32437,51838
"KB-1208A12.3",13,6,11
"ERICH5",0,0,0
"POP1",67,57,103
"NIPAL2",19,28,36
"STK3",36,57,59
"OSR2",0,3,9
"RP11-410L14.2",95,42,59
"RP11-410L14.1",3,1,5
"VPS13B",158,158,244
"AC018442.1",2,0,3
"COX6C",8161,4647,7742
"RGS22",0,0,0
"FBXO43",4,3,6
"POLR2K",1328,1348,2345
"SPAG1",23,56,79
"RNF19A",1070,1937,4206
"KB-173C10.2",1,6,19
"KB-173C10.1",0,0,1
"KB-1615E4.2",3,10,26
"KB-1615E4.3",0,0,1
"ANKRD46",159,94,162
"SNX31",0,0,0
"PABPC1",25075,13541,21123
"RPS20P23",0,0,2
"RPS26P6",18,12,19
"RP11-521I2.3",15,28,37
"YWHAZ",3930,3691,6006
"FLJ42969",0,0,0
"KB-1460A1.5",15,5,8
"ZNF706",1731,1308,2046
"KB-1410C5.5",1,0,3
"NACAP1",81,62,82
"NCALD",170,250,418
"RRM2B",54,79,152
"UBR5",604,503,767
"KB-431C1.5",0,1,0
"KB-1980E6.2",1,0,0
"KB-1980E6.3",1,4,12
"KLF10",171,191,429
"KB-1732A1.1",12,3,10
"AZIN1",580,486,741
"KB-1254G8.1",0,2,2
"RPL5P24",1,0,0
"KB-1507C5.4",0,1,0
"NPM1P52",0,0,0
"KB-1639H6.2",0,0,0
"ATP6V1C1",144,194,328
"BAALC-AS2",1,0,0
"BAALC",0,3,2
"BAALC-AS1",1,0,1
"FZD6",27,22,73
"CTHRC1",6,19,64
"RP11-1C8.6",1,1,2
"SLC25A32",175,171,288
"DCAF13",368,393,759
"RP11-1C8.5",1,1,0
"RIMS2",4,4,4
"RP11-5A11.1",1,2,1
"RP11-771F20.1",19,1,7
"DPYS",0,0,3
"DCSTAMP",0,0,0
"KB-1742H10.3",1,1,0
"LRP12",24,24,32
"ZFPM2",0,0,0
"ZFPM2-AS1",0,0,0
"RP11-395G23.3",15,3,7
"OXR1",540,275,443
"RP11-649G15.2",0,0,1
"TAGLN2P1",1,0,2
"ABRA",0,1,0
"ANGPT1",1,0,1
"NRBF2P4",0,0,0
"EIF3E",14257,3992,7024
"EMC2",226,238,449
"TMEM74",0,0,0
"RP11-1084E5.1",0,0,0
"NUDCD1",156,128,171
"ENY2",1519,1199,1978
"PKHD1L1",0,0,3
"EBAG9",623,353,561
"SYBU",0,1,1
"CSMD3",0,0,1
"TRPS1",121,345,464
"AF178030.2",0,2,3
"EIF3H",8798,3727,5424
"UTP23",403,236,383
"RAD21",1656,1325,1958
"RAD21-AS1",2,3,7
"AARD",0,2,2
"MED30",636,532,864
"RPS10P16",4,2,7
"EXT1",23,30,41
"AC113188.2",0,2,0
"SAMD12",90,36,71
"AC023590.1",187,61,97
"SAMD12-AS1",1,2,2
"TNFRSF11B",0,0,0
"COLEC10",0,0,0
"NOV",0,0,0
"ENPP2",7,3,6
"TAF2",181,187,312
"DSCC1",3,9,11
"RP11-85I17.2",2,1,1
"KB-1471A8.1",0,0,0
"DEPTOR",7,3,4
"RP11-760H22.2",1,1,0
"COL14A1",0,0,0
"MRPL13",402,403,746
"MTBP",16,12,16
"SNTB1",74,88,176
"RP11-713M15.1",2,3,12
"RP11-713M15.2",26,6,28
"RPL35AP19",2,1,0
"HAS2",1,0,0
"RP11-96B2.1",1,0,0
"RP11-44N11.2",19,9,22
"RP11-44N11.3",1,2,1
"ZHX2",206,101,156
"RP11-44N11.1",6,26,20
"RP11-557C18.4",0,2,2
"DERL1",607,705,1152
"TBC1D31",114,109,232
"HMGB1P19",6,2,14
"FAM83A",0,0,2
"FAM83A-AS1",1,0,0
"C8orf76",158,147,275
"ZHX1-C8orf76",37,29,53
"UBA52P5",4,4,4
"ZHX1",290,160,275
"RP11-468O2.1",1,0,0
"ATAD2",252,305,481
"DUTP2",3,1,1
"WDYHV1",90,79,124
"FBXO32",715,321,567
"ANXA13",0,0,1
"FAM91A1",151,146,269
"RP11-37N22.1",2,0,0
"TMEM65",141,95,145
"TRMT12",76,56,103
"RNF139-AS1",82,51,119
"RNF139",489,770,1310
"TATDN1",754,308,554
"RP11-158K1.3",16,13,22
"NDUFB9",3761,1469,2398
"MTSS1",138,75,106
"RP11-532M24.1",5,2,2
"RP11-1082L8.3",0,0,0
"LINC00964",0,0,0
"ZNF572",6,0,3
"RP11-6D1.3",0,0,1
"SQLE",86,196,342
"NSMCE2",374,305,466
"RN7SL329P",64,31,66
"TRIB1",8,199,229
"LINC00861",2492,491,734
"KNOP1P5",0,0,0
"FAM84B",117,44,59
"RP11-89K10.1",6,6,3
"PCAT1",36,20,25
"RP11-255B23.1",8,6,10
"CCAT1",1,1,0
"CASC8",9,1,0
"CASC21",2,0,2
"POU5F1B",24,5,3
"CASC11",2,3,1
"MYC",1224,159,266
"PVT1",669,402,671
"TMEM75",0,0,1
"RNU1-106P",19,9,14
"LINC00824",353,145,279
"LINC00976",0,1,0
"LINC00977",0,0,0
"CCDC26",0,0,0
"RP11-473O4.5",0,0,0
"FAM49B",2111,1822,2987
"RP11-473O4.4",4,1,4
"ASAP1",289,277,421
"ASAP1-IT2",82,64,108
"EFR3A",481,440,668
"KCNQ3",3,3,8
"LRRC6",3,2,3
"TMEM71",485,273,420
"PHF20L1",867,758,1179
"CTC-137K3.1",3,5,5
"AF230666.2",1,0,0
"TG",9,13,18
"SLA",1767,2966,6287
"WISP1",0,0,0
"NDRG1",255,325,423
"CTC-458A3.1",11,1,7
"ST13P6",9,13,15
"ST3GAL1",1301,619,1074
"RP11-629O1.2",125,45,79
"Metazoa-SRP.71",1,0,0
"RP11-157E21.1",0,0,0
"RP11-513H8.1",0,1,2
"ZFAT",26,31,51
"ZFAT-AS1",0,2,1
"CTD-2342N23.3",0,0,0
"AC083843.4",1,2,2
"AC083843.1",1,12,14
"AC083843.2",9,0,5
"NCRNA00250",0,0,1
"KHDRBS3",0,0,3
"RP11-489O18.1",0,0,0
"FAM135B",1,0,0
"COL22A1",0,0,0
"RP11-398H6.1",0,2,1
"KCNK9",0,0,1
"TRAPPC9",116,75,136
"C8orf17",3,0,2
"RP11-570L14.1",0,2,1
"CTA-204B4.2",50,28,51
"CHRAC1",743,441,906
"AGO2",459,500,824
"RP11-642A1.2",24,63,93
"RP11-642A1.1",7,20,52
"ERICD",0,1,4
"PTK2",40,7,17
"CTD-2014D20.1",0,1,1
"DENND3",77,108,152
"RP11-809O17.1",9,12,27
"SLC45A4",14,22,42
"RP11-10J21.2",9,22,37
"RP11-10J21.4",0,0,0
"CTD-3064M3.3",0,0,0
"GPR20",0,0,0
"CTD-3064M3.4",0,0,0
"PTP4A3",337,313,275
"CTD-3064M3.7",5,15,4
"TSNARE1",23,18,18
"RP13-467H17.1",7,1,1
"ARC",1,7,11
"JRK",113,46,53
"PSCA",0,0,1
"LY6K",0,0,0
"CTD-2292P10.4",0,0,0
"THEM6",268,117,253
"LYPD2",2,1,0
"RP11-706C16.7",0,0,1
"GML",7,0,4
"RP11-273G15.2",11,4,2
"CDC42P3",2,0,0
"LY6E",5314,3128,5786
"C8orf31",7,6,12
"LY6H",0,1,3
"GPIHBP1",0,1,0
"GLI4",246,129,217
"ZNF696",49,20,40
"RP13-582O9.7",9,5,9
"TOP1MT",233,66,102
"RHPN1-AS1",0,0,0
"RHPN1",125,49,83
"MAFA",0,0,0
"ZC3H3",155,95,153
"RP11-661A12.5",5,13,10
"GSDMD",1222,891,1509
"MROH6",23,18,19
"RP11-661A12.9",0,0,0
"NAPRT",298,101,245
"RP11-661A12.8",2,11,9
"EEF1D",29991,11839,20372
"TIGD5",36,6,20
"PYCRL",72,35,41
"TSTA3",666,547,915
"RP11-661A12.12",0,0,0
"ZNF623",91,46,65
"ZNF707",37,34,60
"RP11-429J17.2",21,10,16
"MAPK15",0,0,0
"FAM83H",8,5,8
"SCRIB",52,44,79
"PUF60",1114,845,1481
"NRBP2",35,28,39
"EPPK1",61,14,29
"PLEC",381,239,393
"PARP10",443,387,625
"GRINA",144,218,263
"SPATC1",0,0,4
"OPLAH",1,6,17
"CTD-3065J16.9",8,2,5
"EXOSC4",119,95,171
"GPAA1",570,363,713
"CYC1",916,731,1179
"SHARPIN",746,408,675
"MAF1",1782,1076,1770
"HGH1",128,86,114
"MROH1",116,76,132
"BOP1",216,158,226
"SCX",2,8,16
"HSF1",672,372,674
"DGAT1",129,58,114
"SLC52A2",357,282,502
"FBXL6",42,44,65
"ADCK5",113,66,102
"CPSF1",185,108,194
"GS1-393G12.14",1,2,3
"SLC39A4",182,116,188
"VPS28",2320,1699,2649
"TONSL",14,8,14
"CYHR1",370,153,264
"KIFC2",92,51,86
"FOXH1",0,0,2
"PPP1R16A",91,55,71
"CTD-2517M22.14",5,1,3
"GPT",0,0,0
"MFSD3",89,52,83
"RECQL4",2,6,17
"LRRC14",199,98,167
"LRRC24",9,3,6
"C8orf82",101,128,206
"ARHGAP39",0,1,0
"AF186192.1",0,0,0
"AF186192.6",0,0,0
"ZNF251",53,24,31
"ZNF34",42,28,50
"RPL8",67497,23961,38051
"ZNF517",18,6,16
"ZNF7",311,147,245
"COMMD5",257,325,407
"ZNF250",53,105,170
"ZNF16",70,70,61
"ZNF252P",114,74,79
"TMED10P1",0,2,2
"ZNF252P-AS1",7,3,5
"AC139103.1",0,0,1
"C8orf33",609,305,479
"XXyac-YRM2039.3",4,5,0
"PGM5P3-AS1",0,0,0
"LINC01388",0,0,0
"FOXD4",0,0,1
"CBWD1",560,330,643
"C9orf66",9,10,21
"DOCK8",1644,1476,2682
"RP11-165F24.3",0,1,1
"KANK1",32,3,5
"RP11-165F24.5",2,0,1
"DMRT2",0,3,1
"SMARCA2",888,907,1685
"RP11-264I13.2",1,1,2
"RN7SL592P",0,0,0
"VLDLR-AS1",1,0,1
"VLDLR",14,8,11
"ATP5HP2",2,1,2
"RFX3",157,73,152
"RP11-62E14.2",4,0,1
"RFX3-AS1",22,24,26
"RP11-509J21.2",1,0,1
"RP11-509J21.4",1,0,1
"GLIS3",18,1,3
"SLC1A1",0,2,3
"SPATA6L",10,4,19
"CDC37L1-AS1",89,42,73
"CDC37L1",358,308,519
"AK3",731,453,750
"RP11-307I14.2",0,0,0
"RCL1",131,120,218
"KLF4P1",0,0,1
"JAK2",117,107,197
"MTND1P11",2,1,0
"MTND4P14",0,1,1
"MTND5P14",0,0,1
"TCF3P1",0,0,0
"IGHEP2",5,2,2
"INSL4",1,0,0
"RLN2",124,74,99
"RLN1",32,14,33
"RP11-12D24.10",4,1,0
"PLGRKT",630,457,690
"CD274",16,50,54
"PDCD1LG2",4,21,24
"RP11-574F11.3",1,1,0
"RIC1",81,78,127
"RP11-207C16.4",2,3,1
"ERMP1",37,52,67
"KIAA2026",861,538,871
"MLANA",0,1,0
"RANBP6",294,115,250
"IL33",0,0,0
"RP11-307L3.2",0,1,0
"UHRF2",308,342,528
"GLDC",1,24,67
"RN7SL25P",0,1,3
"RP11-390F4.6",0,0,0
"RNF2P1",0,0,0
"RP11-390F4.3",20,7,5
"SNRPEP2",3,1,1
"ACTG1P14",0,0,0
"RPL4P5",11,0,3
"RP11-77E14.2",1,1,1
"TMEM261",1217,784,1263
"PTPRD",0,0,0
"RP11-134K1.2",10,5,4
"PTPRD-AS1",0,0,0
"RPS26P3",28,24,35
"RN7SL5P",1,0,1
"LURAP1L",0,0,1
"MPDZ",1,0,1
"LINC01235",1,1,0
"RP11-536O18.1",0,0,0
"NFIB",1,2,1
"RP11-408A13.3",5,0,2
"RP11-408A13.4",14,11,15
"ZDHHC21",144,179,286
"LDHAP4",3,1,5
"CLCN3P1",0,2,0
"RP11-54D18.2",12,10,9
"RP11-54D18.4",97,42,59
"TTC39B",350,246,565
"SNAPC3",244,175,271
"PSIP1",3548,1588,2359
"FTH1P12",0,1,1
"CCDC171",46,18,25
"BNC2",0,4,1
"RP11-62F24.2",0,0,0
"CNTLN",8,24,28
"ADAMTSL1",0,0,0
"RP11-296P7.4",1,1,2
"RRAGA",519,438,671
"HAUS6",218,190,338
"PLIN2",823,1252,2246
"RP11-146N23.1",47,28,27
"DENND4C",293,150,295
"RP11-146N23.4",0,0,1
"RP11-513M16.7",23,3,8
"RP11-513M16.8",28,10,30
"RPS6",181244,48018,80884
"ACER2",0,1,0
"RP11-363E7.4",46,23,73
"RP11-378I6.1",1,0,0
"RP11-15P13.1",0,1,2
"MLLT3",733,516,777
"FOCAD",42,49,85
"FOCAD-AS1",0,0,2
"IFNB1",0,1,0
"KLHL9",225,116,216
"MTAP",258,183,323
"RP11-70L8.4",0,1,3
"RP11-70L8.5",115,82,79
"CDKN2A",70,340,500
"CDKN2B-AS1",3,5,11
"RP11-149I2.4",0,1,0
"CDKN2B",2,51,63
"UBA52P6",2,4,7
"DMRTA1",2,0,0
"CLIC4P1",0,0,0
"ELAVL2",0,0,0
"TUSC1",2,1,0
"RP11-80I3.1",0,0,0
"CAAP1",236,161,303
"RP11-337A23.5",0,1,0
"PLAA",144,151,262
"IFT74",144,89,118
"IFT74-AS1",1,0,0
"LRRC19",1,0,1
"TEK",0,0,0
"LINC00032",0,0,0
"EQTN",0,0,0
"MOB3B",5,4,7
"C9orf72",159,108,204
"CTAGE12P",1,0,0
"RP11-575I8.1",0,0,0
"RP11-438B23.2",0,0,0
"LINGO2",2,1,2
"ME2P1",2,0,0
"SLC4A1APP1",1,0,3
"RPS26P2",2,1,0
"ACO1",142,45,114
"DDX58",418,270,445
"TOPORS",627,625,1112
"TOPORS-AS1",1052,557,859
"NDUFB6",1013,778,1238
"DFFBP1",0,0,1
"GVQW1",4,6,12
"TAF1L",0,0,1
"BOLA3P4",3,0,0
"APTX",219,180,304
"TCEA1P4",25,14,28
"LAGE3P1",0,0,1
"DNAJA1",1530,3917,7831
"SMU1",573,395,711
"B4GALT1",1381,824,1585
"B4GALT1-AS1",16,6,7
"SPINK4",0,0,0
"BAG1",951,574,859
"CHMP5",788,908,1548
"NFX1",382,222,322
"AQP7",3,1,1
"AQP3",2120,718,1055
"NOL6",45,21,40
"ANKRD18B",12,4,7
"ANXA2P2",6,1,5
"PTENP1",15,18,21
"PTENP1-AS",0,0,0
"RP11-384P7.7",0,0,0
"LINC01251",2,1,2
"PRSS3",6,0,2
"UBE2R2-AS1",1,2,1
"UBE2R2",453,409,499
"UBAP2",306,190,299
"OSTCP8",1,0,1
"RP11-537H15.3",0,0,1
"DCAF12",125,124,224
"TUBB4BP2",0,1,1
"UBAP1",299,269,424
"RP11-571F15.2",1,3,4
"RP11-571F15.3",3,0,1
"KIF24",0,1,2
"NUDT2",594,276,438
"KIAA1161",1,5,4
"C9orf24",9,14,5
"FAM219A",47,39,66
"ENHO",1,3,1
"CNTFR",0,1,0
"RPP25L",329,207,370
"DCTN3",1306,885,1446
"SIGMAR1",354,157,281
"GALT",889,357,564
"IL11RA",138,44,81
"RP11-195F19.30",0,0,2
"RP11-195F19.5",23,13,18
"RP11-195F19.9",5,3,2
"CCL19",0,0,16
"CCL21",0,0,0
"YWHAZP6",1,1,1
"DNAJB5-AS1",0,0,0
"DNAJB5",6,10,21
"RP11-392A14.9",0,0,0
"RP11-392A14.8",0,0,1
"SYF2P2",0,0,1
"RP11-182N22.9",23,28,42
"C9orf131",0,2,0
"RN7SL338P",1,0,0
"VCP",1094,1365,2192
"FANCG",59,57,85
"PIGO",107,91,163
"RP11-182N22.8",1,0,0
"STOML2",832,542,913
"FAM214B",52,67,96
"RP11-182N22.7",1,1,2
"UNC13B",0,2,0
"ATP8B5P",349,368,524
"RUSC2",1,0,1
"FAM166B",3,5,58
"TESK1",49,68,122
"CD72",27,39,100
"RP11-331F9.3",0,0,1
"RP11-331F9.4",0,1,0
"SIT1",1412,1411,2453
"CCDC107",1304,1198,1981
"ARHGEF39",12,18,53
"CA9",0,0,3
"TPM2",30,10,15
"TLN1",1498,1457,2245
"CREB3",313,212,358
"GBA2",111,95,152
"RGP1",330,139,211
"MSMP",6,2,4
"RP11-112J3.15",0,0,0
"RP11-112J3.16",31,10,21
"NPR2",6,6,8
"SPAG8",27,9,22
"HINT2",823,443,862
"TMEM8B",24,16,28
"FAM221B",1,3,0
"LINC00950",2,1,0
"HRCT1",1,1,0
"YBX1P10",62,32,72
"RECK",171,111,190
"GLIPR2",1482,843,1402
"CCIN",1,1,0
"CLTA",1043,982,1696
"GNE",71,53,74
"HMGB3P24",0,1,0
"RNF38",230,126,263
"MELK",1,12,16
"PAX5",2,3,2
"RP11-297B17.3",1,0,0
"RP11-297B17.2",3,1,5
"RP11-220I1.5",1,0,5
"RP11-220I1.2",0,0,0
"ZCCHC7",684,375,594
"GRHPR",495,492,670
"ZBTB5",21,23,33
"KCTD9P3",0,0,0
"POLR1E",374,220,434
"RP11-405L18.4",2,1,1
"RP11-613M10.6",0,1,1
"FBXO10",27,12,33
"TOMM5",413,400,620
"RP11-613M10.9",0,1,0
"RAB1C",0,0,0
"FRMPD1",3,7,11
"TRMT10B",400,178,317
"EXOSC3",172,294,495
"DCAF10",421,196,391
"RP11-3J10.7",16,9,13
"PAICSP1",0,1,0
"SLC25A51",110,69,103
"SHB",0,1,0
"ALDH1B1",75,28,52
"FAM95C",5,2,1
"RP11-392E22.9",1,0,0
"ANKRD18A",66,21,20
"FAM201A",58,11,13
"CNTNAP3",1,0,0
"GLIDR",3,7,17
"RP11-104G3.2",0,0,0
"RP11-216M21.1",1,0,1
"C2orf27AP3",4,0,0
"ANKRD20A2",0,1,0
"RP11-146D12.2",2,1,3
"AC129778.2",0,0,0
"BMS1P14",0,0,3
"RP11-318K12.2",0,0,0
"PGM5P2",7,2,4
"RP11-87H9.4",310,111,200
"RP11-87H9.5",17,0,11
"BX255923.3",0,1,0
"CBWD7",30,17,30
"RP11-187C18.4",1,0,0
"RP11-187C18.3",16,7,9
"RP11-292F9.1",0,0,0
"CNTNAP3B",0,1,1
"FKBP4P6",0,0,0
"RP11-475I24.3",15,5,16
"ANKRD20A7P",0,4,4
"CR848007.2",0,1,0
"RP11-459O16.8",0,0,0
"FAM74A6",0,0,1
"RP11-101E5.1",0,0,0
"RP11-160N1.10",0,0,2
"FAM27C",19,5,14
"RP11-374M1.5",1,1,3
"RP11-374M1.4",0,0,1
"RP11-374M1.10",0,0,0
"RP11-374M1.2",0,0,0
"RP11-111F5.2",5,1,9
"RP11-111F5.3",3,2,3
"RP11-111F5.4",8,24,42
"RP11-211N8.2",3,3,6
"LINC01410",10,9,13
"RP11-262H14.5",0,1,0
"RP11-262H14.3",60,38,65
"RP11-262H14.4",15,31,47
"RP11-381O7.3",2,1,6
"RP11-236F9.2",0,0,0
"BMS1P10",0,4,1
"RP11-764K9.1",2,0,2
"ANKRD20A4",5,5,9
"RP11-574E24.3",0,0,1
"BNIP3P4",0,0,0
"RP11-460N11.2",1,0,0
"CBWD5",454,238,357
"RP11-15E1.5",0,1,0
"ANKRD20A3",0,0,0
"ZNF658",11,3,17
"FAM27E3",5,0,0
"RP11-12A20.4",0,0,1
"RP11-12A20.7",1,0,0
"ANKRD20A1",1,0,0
"RP11-561O23.8",1,0,0
"CBWD3",205,115,192
"RP11-561O23.9",2,3,4
"FOXD4L3",1,0,0
"RP11-561O23.5",0,0,0
"PGM5",0,0,0
"RP11-88I18.2",23,13,21
"RP11-88I18.3",0,0,0
"RP11-274B18.4",0,0,0
"LINC01506",0,2,1
"PIP5K1B",7,57,66
"FAM122A",214,190,332
"FXN",355,131,214
"TJP2",27,21,34
"FAM189A2",0,1,0
"APBA1",11,3,4
"RP11-109D9.4",0,0,0
"PTAR1",583,271,532
"C9orf135",0,0,1
"MAMDC2-AS1",0,0,0
"MAMDC2",1,0,0
"SMC5-AS1",15,10,12
"RPL24P8",1281,469,703
"SMC5",949,695,1252
"RP11-386J22.3",121,97,201
"KLF9",885,257,548
"TRPM3",5,0,1
"RPL35AP21",3,2,0
"TMEM2",618,1222,2228
"ABHD17B",132,179,354
"C9orf85",241,153,277
"HSPB1P1",4,1,8
"GDA",0,1,0
"LINC01504",3,4,1
"ZFAND5",629,1072,1819
"TMC1",0,2,1
"RPS20P24",1,1,4
"LINC01474",0,0,0
"ALDH1A1",1,5,5
"ANXA1",10741,7171,14755
"RORB",1,6,11
"TRPM6",0,0,0
"C9orf40",38,23,45
"C9orf41-AS1",0,0,0
"RP11-197P3.5",2,0,2
"NMRK1",867,521,764
"OSTF1",1482,1339,2050
"PCSK5",83,13,28
"RFK",317,238,324
"RPSAP9",163,67,104
"GCNT1",49,175,221
"PRUNE2",1,2,3
"RP11-159H20.3",2,0,1
"VPS13A-AS1",0,1,1
"VPS13A",749,384,752
"GNA14",0,0,0
"GNAQ",378,143,207
"RP11-336N8.3",1,0,2
"CEP78",401,172,338
"PSAT1",39,55,120
"TLE4",1546,1260,2203
"RP11-403N16.5",0,0,0
"RP11-403N16.3",0,0,0
"TLE1",121,273,522
"RP11-154D17.1",0,0,2
"RP11-383M4.6",0,1,0
"DDX10P2",3,1,0
"RASEF",1,1,2
"FRMD3",7,4,10
"IDNK",230,163,232
"UBQLN1",582,460,750
"RP11-522I20.3",6,2,6
"GKAP1",180,61,99
"RP11-575L7.4",0,0,0
"KIF27",42,16,29
"C9orf64",50,45,89
"HNRNPK",6387,4897,8360
