reaction_id,reaction_name,subsystem,baseline_flux_rich,baseline_biomass_rich,ko_status,biomass_KO_rich,rel_biomass,drop_in_biomass,essential,is_essential_rich,biomass_KO_TME,is_essential_TME,baseline_biomass_TME,baseline_flux_TME,essentiality_class
MAR07161,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),Nucleotide metabolism,0.1292107494355864,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.1292107494355864,essential_in_both
MAR00598,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",Glycerophospholipid metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR05137,L-glutamate:tRNA(Glu) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4804320638016392,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.4804320638016392,essential_in_both
MAR05136,L-Glutamine:tRNA(Gln) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2626116517332076,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.2626116517332076,essential_in_both
MAR05135,L-Cysteine:tRNA(Cys) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1122848884747126,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.1122848884747126,essential_in_both
MAR06703,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR06702,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR06701,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR07160,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,Nucleotide metabolism,0.0306933008000903,1.14956182771874,optimal,-7.470505137722368e-17,-6.498567504235323e-17,1.0,True,True,0.0,True,1.14956182771874,0.0306933008000903,essential_in_both
MAR05140,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2712017524908359,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.2712017524908359,essential_in_both
MAR08615,ATP:cob(I)alamin Co-beta-adenosyltransferase,Vitamin B12 metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR08613,,Vitamin B12 metabolism,2.3795929833777925e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,2.4045472301011665e-21,True,1.14956182771874,2.3795929833777928e-05,essential_in_both
MAR02129,,Vitamin D metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR06436,,Vitamin E metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR06453,,Vitamin E metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR02131,,Vitamin D metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR02134,,Vitamin D metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114804e-05,essential_in_both
MAR02135,,Vitamin D metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR02136,,Vitamin D metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR06658,,Retinol metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR06657,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR06656,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR06690,,Retinol metabolism,-4.759185966755583e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,-4.759185966755583e-05,essential_in_both
MAR06687,,Retinol metabolism,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755585e-05,essential_in_both
MAR06700,,Retinol metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR06678,,Retinol metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR06649,,Retinol metabolism,2.37269561241148e-05,1.14956182771874,optimal,-6.332252227017673e-17,-5.5084050934291867e-17,1.0,True,True,-4.3224504332252182e-16,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR06669,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR05148,L-Threonine:tRNA(Thr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3282645646665095,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.3282645646665095,essential_in_both
MAR05147,L-Serine:tRNA(Ser) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4055754714851641,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.4055754714851641,essential_in_both
MAR05146,L-proline:tRNA(Pro) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.3129250990278875,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.3129250990278875,essential_in_both
MAR05145,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.2257969342005149,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.2257969342005149,essential_in_both
MAR05143,L-Methionine:tRNAMet ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1362144548709628,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.1362144548709628,essential_in_both
MAR06668,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR06665,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR09269,Exchange of aquacob(III)alamin,Exchange/demand reactions,-4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,-4.759185966755585e-05,essential_in_both
MAR05150,L-Valine:tRNAVal ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4092569432384333,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.4092569432384333,essential_in_both
MAR05149,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.060130705303398,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.060130705303398,essential_in_both
MAR05142,L-lysine:tRNALys ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4411630317667669,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.4411630317667669,essential_in_both
MAR06682,,Retinol metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR07792,,Transport reactions,0.0439316548080993,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.0439316548080993,essential_in_both
MAR00579,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,Glycerophospholipid metabolism,0.0128667236603441,1.14956182771874,optimal,0.0,0.0,1.0,True,True,-2.0041722202861066e-18,True,1.14956182771874,0.0128667236603441,essential_in_both
MAR00580,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,Glycerophospholipid metabolism,0.0128667236603441,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.0128667236603441,essential_in_both
MAR13086,,Transport reactions,0.1292107494355864,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.1292107494355864,essential_in_both
MAR07862,,Transport reactions,0.006138660160018,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.006138660160018,essential_in_both
MAR10062,Protein pool for biomass reaction,Artificial reactions,6.135786255448776,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,6.135786255448776,essential_in_both
MAR06641,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,-1.090629541097825e-16,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR00581,,Glycerophospholipid metabolism,0.0128667236603441,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.0128667236603441,essential_in_both
MAR06454,,Transport reactions,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR13082,Generic human cell biomass reaction,Artificial reactions,1.14956182771874,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,1.14956182771874,essential_in_both
MAR10065,Cofactors and vitamins pool for biomass reaction,Artificial reactions,0.0013794741932624,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.0013794741932624,essential_in_both
MAR10063,Lipid pool for biomass reaction,Artificial reactions,0.2542830762913853,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,0.2542830762913853,essential_in_both
MAR08612,,Transport reactions,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755585e-05,essential_in_both
MAR10024,Exchange of biomass,Exchange/demand reactions,1.14956182771874,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,1.14956182771874,essential_in_both
MAR10023,,Transport reactions,1.14956182771874,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,1.14956182771874,essential_in_both
MAR08614,,Transport reactions,4.759185966755585e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755585e-05,essential_in_both
MAR00578,,Transport reactions,0.0257334473206882,1.14956182771874,optimal,0.0,0.0,1.0,True,True,-8.182693694159226e-16,True,1.14956182771874,0.0257334473206882,essential_in_both
MAR06693,,Retinol metabolism,4.759185966755584e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR06642,,Retinol metabolism,2.37269561241148e-05,1.14956182771874,optimal,0.0,0.0,1.0,True,True,0.0,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR05130,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.1724155937781106,1.14956182771874,optimal,2.462940717166446e-16,2.1425039156476296e-16,0.9999999999999998,True,True,1.4734154120337004e-18,True,1.14956182771874,0.1724155937781106,essential_in_both
MAR07786,,Transport reactions,0.0232579348984055,1.14956182771874,optimal,3.1416200201104833e-16,2.732884777798253e-16,0.9999999999999998,True,True,4.787230506835026e-16,True,1.14956182771874,0.0232579348984055,essential_in_both
MAR05131,L-Alanine:tRNA(Ala) ligase (AMP-forming),Aminoacyl-tRNA biosynthesis,0.4914764790614468,1.14956182771874,optimal,8.517987240665163e-16,7.409768692101384e-16,0.9999999999999992,True,True,-1.2187352064877497e-15,True,1.14956182771874,0.4914764790614468,essential_in_both
MAR02133,,Vitamin D metabolism,2.37269561241148e-05,1.14956182771874,optimal,1.076947874874616e-15,9.36833364597515e-16,0.9999999999999992,True,True,-3.4234104631775863e-16,True,1.14956182771874,2.37269561241148e-05,essential_in_both
MAR09608,,Transport reactions,4.759185966755584e-05,1.14956182771874,optimal,1.1057918946526953e-15,9.619246812040508e-16,0.999999999999999,True,True,3.482298191473528e-15,True,1.14956182771874,4.759185966755584e-05,essential_in_both
MAR09167,Exchange of lipoic acid,Exchange/demand reactions,-4.759185966755584e-05,1.14956182771874,optimal,1.6057408548743644e-15,1.3968286143085436e-15,0.9999999999999986,True,True,2.620378631282578e-15,True,1.14956182771874,-4.759185966755584e-05,essential_in_both
MAR06664,,Retinol metabolism,2.3726956124114797e-05,1.14956182771874,optimal,2.244430431461456e-15,1.952422546872002e-15,0.999999999999998,True,True,-1.1222152157307276e-15,True,1.14956182771874,2.3726956124114797e-05,essential_in_both
MAR10064,Small metabolite pool for biomass reaction,Artificial reactions,0.5558131437020107,1.14956182771874,optimal,4.2229329818303526e-15,3.673515316884344e-15,0.9999999999999964,True,True,0.0,True,1.14956182771874,0.5558131437020107,essential_in_both
MAR09271,Exchange of bilirubin-bisglucuronoside,Exchange/demand reactions,-1.18634780620574e-05,1.14956182771874,optimal,1.149561827718367,0.9999999999996756,3.245181900979333e-13,False,False,1.1495618277191215,False,1.14956182771874,-1.1863478062057395e-05,non_essential
MAR07796,,Transport reactions,0.0232579348984055,1.14956182771874,optimal,1.1495618277186297,0.999999999999904,9.603429163007605e-14,False,False,1.14956182771874,False,1.14956182771874,0.0232579348984055,non_essential
MAR09561,retinyl-palmitate palmitohydrolase,Isolated,0.001,1.14956182771874,optimal,1.1495618277186503,0.999999999999922,7.80486786311485e-14,False,False,1.149561827718741,False,1.14956182771874,0.001,non_essential
MAR04390,Glycerone phosphate phosphohydrolase,Glycerolipid metabolism,-6.135786255448776,1.14956182771874,optimal,1.1495618277186948,0.9999999999999606,3.9412917374193063e-14,False,False,1.14956182771874,False,1.14956182771874,-6.135786255448776,non_essential
MAR08716,,Transport reactions,4.759185966755583e-05,1.14956182771874,optimal,1.1495618277187163,0.9999999999999796,2.042810365310288e-14,False,False,1.1495618277187634,False,1.14956182771874,4.759185966755584e-05,non_essential
MAR07764,,Transport reactions,-0.3198081004713535,1.14956182771874,optimal,1.1495618277187194,0.999999999999982,1.7985612998927536e-14,False,False,1.1495618277187396,False,1.14956182771874,-0.3198081004713535,non_essential
MAR08702,,Retinol metabolism,-7.131881579167064e-05,1.14956182771874,optimal,1.1495618277187265,0.9999999999999882,1.1768364061026661e-14,False,False,1.1495618277187405,False,1.14956182771874,-7.131881579167064e-05,non_essential
MAR02138,,Vitamin D metabolism,2.3726956124114797e-05,1.14956182771874,optimal,1.1495618277187365,0.9999999999999968,3.1086244689504387e-15,False,False,1.1495618277187407,False,1.14956182771874,2.3726956124114797e-05,non_essential
MAR06765,,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.0006120228830914,1.14956182771874,optimal,1.1495618277187372,0.9999999999999974,2.55351295663786e-15,False,False,1.14956182771874,False,1.14956182771874,6.135786255448776,non_essential
MAR02351,Facilitated Diffusion,Transport reactions,23.09782975552065,1.14956182771874,optimal,1.149561827718738,0.9999999999999982,1.7763568394002505e-15,False,False,1.14956182771874,False,1.14956182771874,22.34984380139124,non_essential
MAR01917,,Transport reactions,-0.028369695311655,1.14956182771874,optimal,1.1495618277187385,0.9999999999999988,1.3322676295501878e-15,False,False,1.14956182771874,False,1.14956182771874,-0.028369695311655,non_essential
MAR03977,diphosphate phosphohydrolase,Oxidative phosphorylation,6.170193273211405,1.14956182771874,optimal,1.149561827718739,0.999999999999999,9.992007221626409e-16,False,False,1.14956182771874,False,1.14956182771874,6.170193273211402,non_essential
MAR06660,,Retinol metabolism,-4.74539122482296e-05,1.14956182771874,optimal,1.1495618277187394,0.9999999999999994,5.551115123125784e-16,False,False,1.1495618277186768,False,1.14956182771874,-4.74539122482296e-05,non_essential
MAR04139,(S)-malate:NAD+ oxidoreductase,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,2.164022956717393,1.14956182771874,optimal,1.1495618277187396,0.9999999999999996,3.3306690738754696e-16,False,False,1.14956182771874,False,1.14956182771874,4.159605872305121,non_essential
MAR02382,Utilized Transport,Transport reactions,3.351780259535688,1.14956182771874,optimal,1.1495618277187396,0.9999999999999996,3.3306690738754696e-16,False,False,1.14956182771874,False,1.14956182771874,2.890955861433939,non_essential
MAR06627,,Pyrimidine metabolism,-0.0156153144947738,1.14956182771874,optimal,1.1495618277187396,0.9999999999999996,3.3306690738754696e-16,False,False,1.14956182771874,False,1.14956182771874,0.0092079902400271,non_essential
MAR06469,,Transport reactions,4.759185966755584e-05,1.14956182771874,optimal,1.1495618277187396,0.9999999999999996,3.3306690738754696e-16,False,False,1.14956182771874,False,1.14956182771874,4.759185966755584e-05,non_essential
MAR00584,,Glycerophospholipid metabolism,0.0052128030639734,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False,False,1.1495618277187405,False,1.14956182771874,0.0052128030639734,non_essential
MAR04583,S-Adenosyl-L-methionine:guanidinoacetate N-methyltransferase,Arginine and proline metabolism,3.626381442619265,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False,False,1.14956182771874,False,1.14956182771874,4.180106984358666,non_essential
MAR04198,L-Serine:pyruvate aminotransferase,"Glycine, serine and threonine metabolism",6.135786255448732,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False,False,1.14956182771874,False,1.14956182771874,5.68240953160914,non_essential
MAR06912,diphosphate phosphohydrolase,Oxidative phosphorylation,0.0155579053771257,1.14956182771874,optimal,1.1495618277187398,0.9999999999999998,2.220446049250313e-16,False,False,1.14956182771874,False,1.14956182771874,0.0155579053771234,non_essential
MAR09774,,Transport reactions,5.887863762273291e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,5.887863762272918e-05,non_essential
MAR09338,Exchange of (5-L-glutamyl)-L-amino acid,Exchange/demand reactions,2.773945778012082,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,3.231782039591893,non_essential
MAR09153,Exchange of gamma-tocopherol,Exchange/demand reactions,-4.759185966755584e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-4.759185966755584e-05,non_essential
MAR09159,Exchange of thiamin,Exchange/demand reactions,-4.759185966755585e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-4.759185966755585e-05,non_essential
MAR09166,Exchange of chitin-component,Exchange/demand reactions,-4.214708557336096,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.1495618277187405,False,1.14956182771874,-0.0005325881608495,non_essential
MAR09151,Exchange of alpha-tocopherol,Exchange/demand reactions,-4.759185966755582e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-4.759185966755583e-05,non_essential
MAR09171,Exchange of 2-acetyl-1-alkyl-sn-glycero-3-phosphocholine,Exchange/demand reactions,-6.135786255448776,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.1495618277187392,False,1.14956182771874,-6.135786255448776,non_essential
MAR06387,,Transport reactions,1.18634780620574e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,1.18634780620574e-05,non_essential
MAR00639,Exchange of stearate,Exchange/demand reactions,-0.2074990144609161,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-0.112624234797871,non_essential
MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,Transport reactions,3.4309225390529274,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,1.6966658860621242,non_essential
MAR05342,,Transport reactions,-1.186347806210352e-05,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-1.18634780620574e-05,non_essential
MAR09729,Exchange of glycogen,Exchange/demand reactions,-0.4669520144193522,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-0.4669520144193522,non_essential
MAR09715,Exchange of spermine,Exchange/demand reactions,-1.323409052300605,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,-0.0061357862554487,non_essential
MAR09438,Exchange of urea,Exchange/demand reactions,-0.6437046937698019,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,1.6966658860621249,non_essential
MAR00104,C161 Transport into the Mitochondria,Fatty acid oxidation,0.0387530880758665,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,0.0002826793355085,non_essential
MAR00695,Exchange of stearidonic acid,Exchange/demand reactions,0.0147496899327686,1.14956182771874,optimal,1.14956182771874,1.0,0.0,False,False,1.14956182771874,False,1.14956182771874,3.454438955124624e-05,non_essential
